,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg22732101,0.0118,0.0204,0.0182,0.1106,0.1073,0.0092,0.0072,0.02,0.11223094910383224,0.052789296954870224,0.012698332779109478,0.01117624994367361,0.011880000121891499,0.05206199735403061
cg12611860,0.9041,0.9137,0.8587,0.207,0.7906,0.898,0.912,0.7705,0.8763506412506104,0.9212443828582764,0.8176645040512085,0.8855287432670593,0.8859300017356873,0.8848179578781128
cg19796955,0.8815,0.9224,0.9213,0.8971,0.9341,0.9091,0.908,0.8806,0.9005182981491089,0.6571371555328369,0.7704380750656128,0.22129200398921967,0.9125099778175354,0.8588569760322571
cg21204860,0.4471,0.2306,0.0927,0.5182,0.2307,0.6785,0.7434,0.3074,0.16240623593330383,0.2321290522813797,0.12005583196878433,0.7179512977600098,0.06239999830722809,0.22631299495697021
cg03396151,0.0762,0.1062,0.0871,0.0699,0.0909,0.0731,0.0687,0.6168,0.06917142122983932,0.41967087984085083,0.05783333256840706,0.0714040994644165,0.10790000110864639,0.518921971321106
cg09387749,0.1458,0.1826,0.1499,0.1332,0.1669,0.167,0.1159,0.7658,0.18793489038944244,0.1495746374130249,0.060315847396850586,0.11969552934169769,0.12320999801158905,0.6466420888900757
cg18647259,0.0369,0.2715,0.0426,0.0302,0.066,0.0178,0.0089,0.0164,0.019603651016950607,0.2788464426994324,0.014571664854884148,0.04250678792595863,0.00215000007301569,0.3971089720726013
cg13983640,0.8352,0.8693,0.8493,0.8456,0.8662,0.8174,0.1728,0.7355,0.8626649379730225,0.8550176024436951,0.856559693813324,0.8847457766532898,0.8147299885749817,0.7843519449234009
cg26501450,0.9671,0.9595,0.9589,0.962,0.9664,0.9583,0.9806,0.8583,0.9564032554626465,0.5237855911254883,0.9537744522094727,0.9685563445091248,0.9765200018882751,0.9485529661178589
cg15025769,0.0061,0.0066,0.0089,0.0066,0.0056,0.0042,0.0,0.0089,0.006587459705770016,0.016999999061226845,0.009439721703529358,0.007956607267260551,0.0,0.008016000501811504
cg10624395,0.139,0.8724,0.8632,0.8914,0.8911,0.8842,0.9304,0.7919,0.46011874079704285,0.4723314046859741,0.401788592338562,0.05785534903407097,0.6478400230407715,0.34623900055885315
cg24732137,0.0078,0.0967,0.0427,0.0173,0.0965,0.0068,0.0051,0.0114,0.007707459852099419,0.011404297314584255,0.010276388376951218,0.008376785553991795,0.0032399999909102917,0.010049999691545963
cg26692085,0.8858,0.897,0.8929,0.8889,0.8995,0.8728,0.9061,0.8248,0.8787634372711182,0.9108215570449829,0.8970500230789185,0.26839980483055115,0.8712199926376343,0.8766970634460449
cg23735296,0.0252,0.0292,0.0271,0.0334,0.0378,0.0297,0.0233,0.0302,0.029548732563853264,0.5488290786743164,0.040025562047958374,0.022496428340673447,0.0,0.0350550040602684
cg21554588,0.8101,0.1762,0.863,0.8479,0.8773,0.7204,0.8824,0.7575,0.8193663954734802,0.9283654689788818,0.8562175631523132,0.9074217081069946,0.7289800047874451,0.8183130025863647
cg01616225,0.0615,0.1008,0.1866,0.3308,0.2465,0.0629,0.0539,0.091,0.0690184161067009,0.18066158890724182,0.15629640221595764,0.07863608747720718,0.050439998507499695,0.1080629974603653
cg22833612,0.0952,0.8542,0.8239,0.8639,0.7931,0.146,0.8405,0.2024,0.7040676474571228,0.6603982448577881,0.6114583015441895,0.5812105536460876,0.0,0.7869349718093872
cg09596958,0.856,0.8539,0.8476,0.7924,0.884,0.8138,0.9071,0.353,0.026314761489629745,0.0450332872569561,0.03758417069911957,0.5686857104301453,0.013389999978244305,0.029544001445174217
cg08629884,0.9644,0.7225,0.9375,0.9601,0.9395,0.9457,0.9869,0.8752,0.9731572866439819,0.7917847633361816,0.9676224589347839,0.9819931983947754,0.9840700030326843,0.9606840014457703
cg03109827,0.0121,0.0875,0.0246,0.0153,0.0481,0.0119,0.016,0.0223,0.011777459643781185,0.018580304458737373,0.010605000890791416,0.01963660679757595,0.019349999725818634,0.6777440309524536
cg01696784,0.9694,0.9699,0.9604,0.9608,0.9624,0.9596,0.9815,0.8693,0.3645843267440796,0.6865954399108887,0.4515591263771057,0.9542140364646912,0.9697999954223633,0.7626620531082153
cg02064366,0.969,0.9665,0.9672,0.9648,0.9672,0.9672,0.9742,0.9528,0.9579241871833801,0.4455110430717468,0.9421288371086121,0.9741063714027405,0.9674400091171265,0.9628459811210632
cg08301612,0.4164,0.4637,0.3366,0.4772,0.3318,0.2201,0.4018,0.1098,0.0454474501311779,0.08225700259208679,0.03875500336289406,0.11314679682254791,0.005590000189840794,0.1124889999628067
cg00151922,0.0641,0.106,0.1947,0.3048,0.2184,0.0568,0.0269,0.0608,0.09553271532058716,0.26747840642929077,0.13295556604862213,0.06156536564230919,0.029170000925660133,0.133869007229805
cg01797899,0.8754,0.702,0.1936,0.8483,0.2156,0.8689,0.8609,0.8408,0.8376533389091492,0.9115576148033142,0.8585212230682373,0.886834442615509,0.8396300077438354,0.817158043384552
cg16797421,0.0457,0.4207,0.109,0.0834,0.1283,0.0582,0.4857,0.1412,0.1856258660554886,0.371715784072876,0.31437554955482483,0.0659039318561554,0.08606000244617462,0.11002399772405624
cg25940946,0.0121,0.0143,0.0174,0.0117,0.016,0.0095,0.005,0.1931,0.013476351276040077,0.04953519254922867,0.009162499569356441,0.007301250007003546,0.08784999698400497,0.2647779881954193
cg20894640,0.9018,0.895,0.2114,0.138,0.0933,0.896,0.9179,0.8734,0.896681010723114,0.9337442517280579,0.9064732789993286,0.889277994632721,0.906220018863678,0.894340991973877
cg17382048,0.8805,0.0408,0.3837,0.8113,0.6451,0.8731,0.9503,0.7558,0.799905002117157,0.9231780171394348,0.8407651782035828,0.9070977568626404,0.8728399872779846,0.7237619161605835
cg01348970,0.9254,0.9286,0.9274,0.9302,0.9284,0.9258,0.9236,0.3961,0.9059106111526489,0.9312038421630859,0.9193525314331055,0.9280699491500854,0.7558500170707703,0.903281033039093
cg08379987,0.7147,0.8256,0.6922,0.685,0.7609,0.7008,0.7419,0.2475,0.17351363599300385,0.6095588207244873,0.01790805719792843,0.36623334884643555,0.07212000340223312,0.35916298627853394
cg10713515,0.0402,0.2533,0.7104,0.7429,0.7383,0.0292,0.1593,0.6882,0.7060820460319519,0.39540672302246094,0.36128029227256775,0.1772242784500122,0.5853599905967712,0.6966589689254761
cg04266908,0.8878,0.6875,0.1533,0.7381,0.2752,0.8889,0.8875,0.8367,0.8871017098426819,0.926482617855072,0.8976716995239258,0.8757343888282776,0.8567399978637695,0.905722975730896
cg00218409,0.0699,0.0916,0.2151,0.2346,0.1853,0.0742,0.0221,0.2367,0.15474186837673187,0.839313805103302,0.05579693987965584,0.5761352777481079,0.38100001215934753,0.1026109904050827
cg27325255,0.0168,0.0268,0.033,0.024,0.0392,0.0208,0.0191,0.0369,0.027328092604875565,0.5418513417243958,0.047887496650218964,0.041428569704294205,0.03505999967455864,0.14554500579833984
cg26242064,0.8934,0.8728,0.8252,0.1741,0.6713,0.8812,0.8881,0.834,0.8637820482254028,0.9157710075378418,0.8595905900001526,0.8843861818313599,0.833899974822998,0.8411380052566528
cg27359668,0.9282,0.9677,0.9651,0.9581,0.9666,0.9474,0.987,0.921,0.9569604992866516,0.9222636222839355,0.9661324620246887,0.08775230497121811,0.9611499905586243,0.9553410410881042
cg08481112,0.1039,0.1084,0.269,0.196,0.2074,0.1074,0.2848,0.0643,0.051093973219394684,0.09395140409469604,0.13984863460063934,0.4213654696941376,0.016100000590085983,0.13367798924446106
cg07970948,0.922,0.9438,0.9098,0.9054,0.9023,0.8228,0.3939,0.9151,0.9248071312904358,0.9514606595039368,0.92566978931427,0.7220790982246399,0.8394100069999695,0.9234390258789062
cg01499988,0.8577,0.8918,0.8668,0.8558,0.8843,0.776,0.1502,0.6311,0.8763384222984314,0.9258577823638916,0.9129477739334106,0.9338730573654175,0.8954200148582458,0.88652503490448
cg13471188,0.078,0.7955,0.7989,0.7976,0.8023,0.0714,0.9072,0.215,0.21236266195774078,0.5112886428833008,0.6895943880081177,0.036454107612371445,0.0011099999537691474,0.3094159960746765
cg00052964,0.835,0.9293,0.5152,0.8732,0.6879,0.928,0.9387,0.9039,0.9053952097892761,0.8581299781799316,0.8911873698234558,0.11777983605861664,0.9747499823570251,0.9141400456428528
cg00908292,0.1718,0.3345,0.3824,0.5406,0.3501,0.4434,0.6848,0.1559,0.2921179533004761,0.17606273293495178,0.08698222041130066,0.08963821828365326,0.06752999871969223,0.37349802255630493
cg18079534,0.8891,0.8849,0.8546,0.8705,0.8221,0.8562,0.885,0.8478,0.7849080562591553,0.9294717311859131,0.8341488242149353,0.8680890798568726,0.800059974193573,0.1506970077753067
cg12945444,0.0937,0.1593,0.1224,0.0983,0.139,0.0824,0.0698,0.0955,0.07297874242067337,0.12774944305419922,0.052225831896066666,0.3377574384212494,0.06967999786138535,0.37054499983787537
cg22941409,0.9123,0.8994,0.8304,0.8962,0.893,0.8674,0.9506,0.8597,0.6413268446922302,0.9245023131370544,0.7799050211906433,0.8934777975082397,0.8740599751472473,0.13140800595283508
cg15555527,0.9461,0.9619,0.9364,0.9313,0.9449,0.942,0.9459,0.335,0.04084905609488487,0.14352034032344818,0.012372222729027271,0.40650174021720886,0.5772200226783752,0.5955100059509277
cg15696816,0.9769,0.9764,0.975,0.9763,0.976,0.9744,0.9869,0.5432,0.816200852394104,0.6816714406013489,0.43739497661590576,0.9524962306022644,0.09943000227212906,0.9737280011177063
cg23477967,0.0216,0.0412,0.0406,0.022,0.0503,0.0185,0.0158,0.0337,0.12140315771102905,0.7554290294647217,0.09261304885149002,0.02993606962263584,0.03238999843597412,0.03894400596618652
cg03626672,0.7165,0.5592,0.6782,0.5194,0.3531,0.7129,0.7919,0.2218,0.04826062545180321,0.26091137528419495,0.041048888117074966,0.4506615102291107,0.0065899998880922794,0.0337970033288002
cg24131747,0.0757,0.0929,0.0948,0.061,0.0908,0.079,0.0268,0.0061,0.01753285527229309,0.017110899090766907,0.007898055948317051,0.00797321368008852,0.0,0.0524589940905571
cg05185738,0.9197,0.9162,0.9062,0.9174,0.9132,0.9107,0.9529,0.6098,0.9074273705482483,0.9323079586029053,0.8608802556991577,0.935287356376648,0.9322699904441833,0.9153810739517212
cg06100807,0.0254,0.082,0.082,0.0632,0.0526,0.0507,0.0399,0.0887,0.9017597436904907,0.5360735058784485,0.9069149494171143,0.06348250806331635,0.08942999690771103,0.9571309089660645
cg20495370,0.8412,0.7185,0.3425,0.5354,0.3578,0.8343,0.7942,0.3271,0.1056097149848938,0.6554148197174072,0.08913971483707428,0.52974933385849,0.020349999889731407,0.06135300546884537
cg26257814,0.1768,0.1908,0.1863,0.1704,0.195,0.2315,0.16,0.0708,0.036513179540634155,0.042261600494384766,0.025788333266973495,0.07608858495950699,0.015720000490546227,0.09639599919319153
cg25426716,0.897,0.8844,0.8694,0.2558,0.8776,0.8695,0.8764,0.8674,0.8999581933021545,0.9390228986740112,0.9203059077262878,0.9349415898323059,0.875469982624054,0.9063100814819336
cg03732020,0.425,0.794,0.9465,0.8197,0.961,0.5018,0.6732,0.8328,0.9747759103775024,0.9822790026664734,0.9683710932731628,0.7965909242630005,0.9889199733734131,0.9689550399780273
cg18895476,0.4826,0.7567,0.7575,0.071,0.4467,0.4026,0.2772,0.8378,0.8890388011932373,0.7631159424781799,0.9082068204879761,0.6984128355979919,0.8883000016212463,0.8986490368843079
cg12793711,0.3328,0.2625,0.0798,0.1249,0.0701,0.3758,0.3965,0.1262,0.07868841290473938,0.11357702314853668,0.07999804615974426,0.1589973419904709,0.061420001089572906,0.2094450294971466
cg23929284,0.0214,0.022,0.0209,0.0289,0.0324,0.028,0.0216,0.4009,0.023619523271918297,0.37612447142601013,0.03646111115813255,0.10056748241186142,0.004910000134259462,0.24461999535560608
cg09342997,0.7922,0.8994,0.883,0.8884,0.8926,0.0655,0.8214,0.8406,0.8601928949356079,0.8740866184234619,0.854143500328064,0.8149861693382263,0.8822000026702881,0.8995100259780884
cg20596273,0.0074,0.0387,0.0136,0.0081,0.0075,0.0089,0.003,0.0132,0.010666349902749062,0.015167701058089733,0.006773332599550486,0.0067758942022919655,0.0088900001719594,0.5591700077056885
cg06811467,0.1803,0.3739,0.3884,0.59,0.5138,0.2371,0.2527,0.0839,0.13263078033924103,0.11092758923768997,0.09524805843830109,0.3039298355579376,0.04560999944806099,0.19512100517749786
cg14073497,0.0203,0.022,0.0221,0.0215,0.0236,0.0162,0.0072,0.5386,0.12368936091661453,0.40118351578712463,0.04121694713830948,0.02068267948925495,0.8459699749946594,0.43710002303123474
cg05963690,0.0416,0.0473,0.045,0.0414,0.0429,0.0372,0.0513,0.1518,0.6289494037628174,0.10630867630243301,0.3699049949645996,0.036410894244909286,0.49966999888420105,0.6033210158348083
cg20116828,0.0053,0.0157,0.0448,0.0265,0.0668,0.0065,0.0077,0.3224,0.8161073327064514,0.7327883243560791,0.4556230306625366,0.017530357465147972,0.9700999855995178,0.9468439817428589
cg24065807,0.8928,0.6177,0.1374,0.8391,0.1571,0.8992,0.9134,0.8324,0.8945945501327515,0.9328972101211548,0.8545010089874268,0.8999765515327454,0.8306400179862976,0.8258169889450073
cg19717347,0.467,0.7102,0.8959,0.823,0.9045,0.0954,0.9132,0.8284,0.8868873119354248,0.9077292084693909,0.9101836085319519,0.8236668705940247,0.905239999294281,0.8955119252204895
cg19144769,0.9224,0.915,0.9212,0.9198,0.9228,0.9267,0.7988,0.9079,0.5741878151893616,0.8681392073631287,0.0848652794957161,0.8950613737106323,0.925279974937439,0.8974970579147339
cg18625627,0.0788,0.0498,0.0562,0.0588,0.0495,0.383,0.6662,0.64,0.48420849442481995,0.6214697360992432,0.15997837483882904,0.05434214696288109,0.7360600233078003,0.08064599335193634
cg07019638,0.9489,0.8429,0.3021,0.8984,0.5131,0.9436,0.9739,0.7822,0.937412440776825,0.6612354516983032,0.9419230222702026,0.9606527090072632,0.8631600141525269,0.9427220225334167
cg20919680,0.0232,0.065,0.0367,0.0246,0.0284,0.027,0.0083,0.1406,0.02535269968211651,0.035806700587272644,0.03420833498239517,0.030591608956456184,0.0061599998734891415,0.03946400061249733
cg05783185,0.0432,0.2948,0.6614,0.6564,0.7465,0.0517,0.2325,0.0888,0.040824443101882935,0.0792469009757042,0.04205305874347687,0.044516243040561676,0.010040000081062317,0.1574310064315796
cg22437405,0.1776,0.8183,0.7352,0.8275,0.7465,0.2616,0.7931,0.1064,0.04420507699251175,0.41907253861427307,0.338967502117157,0.6481729745864868,0.021959999576210976,0.20483501255512238
cg14936008,0.9133,0.1176,0.9082,0.9144,0.9113,0.9065,0.9331,0.8304,0.6941006183624268,0.8246572017669678,0.784607470035553,0.8990225195884705,0.8452399969100952,0.776310920715332
cg06373940,0.0727,0.8309,0.904,0.8851,0.9052,0.0582,0.8287,0.8311,0.8798052668571472,0.9233025908470154,0.9083374738693237,0.053289107978343964,0.9321500062942505,0.904621958732605
cg01545587,0.0218,0.0522,0.0616,0.0253,0.1461,0.0209,0.0104,0.0137,0.01749349571764469,0.015277397818863392,0.010391111485660076,0.03589625284075737,0.03013000078499317,0.016397999599575996
cg06362313,0.484,0.5078,0.2953,0.451,0.3511,0.3789,0.6731,0.2595,0.07944124937057495,0.09795360267162323,0.21876446902751923,0.19143660366535187,0.027529999613761902,0.09939699620008469
cg20995188,0.8482,0.7949,0.1616,0.4922,0.1397,0.8302,0.8758,0.8122,0.8544571995735168,0.881681501865387,0.8525447845458984,0.8974190950393677,0.8551599979400635,0.8507869839668274
cg21373806,0.8621,0.2645,0.9245,0.933,0.9376,0.7902,0.9468,0.9032,0.8809735774993896,0.9558035135269165,0.7867047190666199,0.935362696647644,0.9689000248908997,0.9273790121078491
cg10826999,0.3676,0.9123,0.8748,0.8684,0.8662,0.0386,0.8916,0.8523,0.9220225811004639,0.9153922200202942,0.9030738472938538,0.8653326630592346,0.9416499733924866,0.9034169316291809
cg09685104,0.0065,0.0061,0.0068,0.005,0.005,0.0068,0.0298,0.0099,0.007748255040496588,0.018791502341628075,0.007858333177864552,0.007048928644508123,0.03773000091314316,0.007000999059528112
cg20109233,0.9066,0.914,0.8953,0.8939,0.9065,0.9082,0.9262,0.7546,0.05019586905837059,0.8655782341957092,0.7198666334152222,0.9141777753829956,0.5614500045776367,0.42211899161338806
cg09797433,0.9088,0.9036,0.8772,0.9002,0.91,0.8858,0.1488,0.7889,0.8821571469306946,0.6419486403465271,0.8758561015129089,0.8749118447303772,0.8628100156784058,0.8917620778083801
cg01649317,0.9747,0.961,0.972,0.9748,0.9714,0.9711,0.9867,0.9664,0.9736338257789612,0.6336710453033447,0.9822953343391418,0.9895731806755066,0.9879599809646606,0.9292100071907043
cg02145932,0.0113,0.0875,0.019,0.0089,0.0267,0.0115,0.0088,0.0192,0.012950954027473927,0.020134102553129196,0.01329722162336111,0.011141606606543064,0.011590000241994858,0.5325449705123901
cg26337070,0.43,0.7951,0.9228,0.8778,0.9408,0.5379,0.6877,0.1852,0.019365396350622177,0.13484622538089752,0.036081671714782715,0.7734403610229492,0.0,0.014685000292956829
cg24949191,0.7029,0.7607,0.8116,0.7667,0.813,0.7077,0.8151,0.41,0.7627770900726318,0.08110050112009048,0.44989168643951416,0.27082952857017517,0.06267999857664108,0.6564329862594604
cg25739142,0.8924,0.3819,0.8486,0.8303,0.8236,0.8733,0.9229,0.8661,0.8730596303939819,0.9363901615142822,0.8600797653198242,0.9166411757469177,0.889989972114563,0.838208019733429
cg14475875,0.0466,0.1943,0.5704,0.1499,0.3392,0.0515,0.0631,0.1768,0.08519316464662552,0.18946772813796997,0.04603027552366257,0.034404460340738297,0.43358999490737915,0.2211819887161255
cg11252555,0.9697,0.833,0.697,0.942,0.6332,0.968,0.9824,0.941,0.9756648540496826,0.8652576208114624,0.9806069135665894,0.9867874979972839,0.9766299724578857,0.9709910154342651
cg18145431,0.9196,0.9171,0.907,0.913,0.9086,0.909,0.9365,0.8904,0.7058326005935669,0.8939023613929749,0.31360775232315063,0.9404835104942322,0.9490299820899963,0.7390099763870239
cg01742428,0.9015,0.9104,0.9003,0.9123,0.9153,0.9055,0.9347,0.8002,0.8952490091323853,0.9280962944030762,0.9186417460441589,0.3654605448246002,0.9241099953651428,0.8718670010566711
cg25995460,0.8428,0.8664,0.8533,0.8679,0.8618,0.8741,0.8842,0.8238,0.8418905735015869,0.9137008190155029,0.8607730269432068,0.11355661600828171,0.8227599859237671,0.7689950466156006
cg10959820,0.8424,0.897,0.8869,0.873,0.8783,0.8334,0.8743,0.125,0.09968062490224838,0.42442190647125244,0.02780389040708542,0.8712758421897888,0.042980000376701355,0.34233102202415466
cg23281432,0.879,0.8824,0.885,0.8951,0.8944,0.8412,0.8874,0.4347,0.10748127102851868,0.8217644691467285,0.22666031122207642,0.8135033249855042,0.5186300277709961,0.02664100006222725
cg00395063,0.2899,0.4678,0.3251,0.3,0.3655,0.2411,0.0637,0.1376,0.2397228479385376,0.3262616693973541,0.32763779163360596,0.8579489588737488,0.2320300042629242,0.17878401279449463
cg02725123,0.0518,0.0557,0.1161,0.0772,0.1432,0.0496,0.059,0.2182,0.7537567615509033,0.2736652195453644,0.6799113750457764,0.04994982108473778,0.03139999881386757,0.32872599363327026
cg27661460,0.8434,0.9077,0.9584,0.8636,0.9589,0.8668,0.9184,0.8657,0.969781756401062,0.685627281665802,0.9435232877731323,0.1757165938615799,0.9703599810600281,0.9590800404548645
cg26558862,0.8976,0.9098,0.8856,0.8996,0.9061,0.8966,0.8923,0.5789,0.14189983904361725,0.879760205745697,0.8645166754722595,0.9151058197021484,0.746150016784668,0.6249039769172668
cg24215978,0.0684,0.1086,0.2929,0.1137,0.5402,0.0761,0.0607,0.0554,0.06689079105854034,0.08057921379804611,0.03754638135433197,0.041277315467596054,0.0695900022983551,0.11275501549243927
cg18746451,0.0107,0.0133,0.0151,0.0153,0.0112,0.0131,0.011,0.0293,0.052111271768808365,0.023012597113847733,0.013491665944457054,0.00920803565531969,0.02745000086724758,0.5354549884796143
cg05579731,0.8783,0.0829,0.8335,0.8646,0.8446,0.8594,0.895,0.847,0.8278918266296387,0.9129578471183777,0.8365058302879333,0.8910718560218811,0.8953999876976013,0.8105290532112122
cg15705062,0.9775,0.9778,0.9722,0.9768,0.98,0.9739,0.9908,0.9676,0.9675605297088623,0.7579206228256226,0.9560248851776123,0.9859524965286255,0.9901599884033203,0.9684550166130066
cg05058167,0.0593,0.153,0.3494,0.1729,0.52,0.0572,0.0285,0.063,0.08580983430147171,0.10488829016685486,0.030325276777148247,0.05561233311891556,0.018650000914931297,0.19793701171875
cg15187550,0.0113,0.092,0.0123,0.0059,0.009,0.0088,0.0025,0.0144,0.008360953070223331,0.022493496537208557,0.007375276647508144,0.008925357833504677,0.0203699991106987,0.013924999162554741
cg05590755,0.0421,0.0478,0.0459,0.0494,0.0414,0.0584,0.023,0.1976,0.322787880897522,0.8817415833473206,0.12897498905658722,0.48878803849220276,0.15063999593257904,0.28361302614212036
cg10721220,0.1023,0.1353,0.378,0.4944,0.5312,0.0665,0.1514,0.3724,0.08166682720184326,0.1617598980665207,0.0524597205221653,0.8289493918418884,0.24909000098705292,0.045722998678684235
cg09695307,0.9,0.8545,0.2936,0.7918,0.4944,0.8828,0.9038,0.5759,0.7991927862167358,0.9285289645195007,0.849637508392334,0.8571910262107849,0.8647300004959106,0.8600360155105591
cg02646515,0.087,0.0511,0.2685,0.4501,0.3705,0.6214,0.4593,0.0938,0.13271698355674744,0.3434067666530609,0.1637919545173645,0.13846606016159058,0.0,0.33024001121520996
cg06767326,0.9262,0.9266,0.9291,0.9241,0.9291,0.9288,0.8858,0.5802,0.9043536186218262,0.9017974138259888,0.9192066192626953,0.9250655174255371,0.962909996509552,0.9272570610046387
cg08383160,0.8978,0.8738,0.8437,0.8472,0.8574,0.8573,0.9163,0.459,0.35972416400909424,0.5753809213638306,0.3494780659675598,0.908814013004303,0.2752799987792969,0.033948998898267746
cg13910860,0.0596,0.312,0.0593,0.0531,0.0571,0.0555,0.0117,0.0663,0.061474282294511795,0.10545959323644638,0.05916083604097366,0.05128677934408188,0.026599999517202377,0.1370289921760559
cg23651614,0.0399,0.046,0.2346,0.0836,0.2355,0.0387,0.0309,0.0553,0.03998713940382004,0.0791613981127739,0.0435597188770771,0.03487803786993027,0.030519999563694,0.035698000341653824
cg00066663,0.0779,0.4071,0.283,0.5309,0.366,0.0789,0.1076,0.0962,0.09374857693910599,0.2186591923236847,0.09413972496986389,0.0818905308842659,0.08437000215053558,0.07924199849367142
cg00453735,0.8955,0.8492,0.813,0.9036,0.8668,0.8978,0.7573,0.2468,0.5273078083992004,0.8696165680885315,0.8332337737083435,0.8256956934928894,0.0,0.5900520086288452
cg04440811,0.8379,0.1163,0.8716,0.8359,0.8769,0.7867,0.8423,0.8231,0.8582798838615417,0.9303018450737,0.8099123239517212,0.8974095582962036,0.6722300052642822,0.857446014881134
cg16370586,0.0159,0.0572,0.0281,0.0146,0.0307,0.0122,0.003,0.0016,0.006570633966475725,0.012336600571870804,0.0063444445841014385,0.0054828571155667305,0.0,0.0528700053691864
cg12582959,0.0646,0.0818,0.4773,0.2211,0.4802,0.0722,0.0495,0.1227,0.09532128274440765,0.10776479542255402,0.05057249963283539,0.05099375173449516,0.11665000021457672,0.16051599383354187
cg17801546,0.0938,0.2177,0.1914,0.105,0.2635,0.0964,0.1087,0.1442,0.11423712968826294,0.2643756568431854,0.1016210988163948,0.4827667772769928,0.0567299984395504,0.3935319781303406
cg26190381,0.909,0.9089,0.8994,0.8955,0.9131,0.8959,0.9398,0.8608,0.8578858375549316,0.9300585389137268,0.8756980299949646,0.9230802655220032,0.3233700096607208,0.8640270233154297
cg01062942,0.8986,0.8893,0.9016,0.8903,0.9051,0.8955,0.9365,0.2821,0.05312492325901985,0.09450642764568329,0.05347833037376404,0.874592125415802,0.0,0.11416099220514297
cg09953583,0.906,0.8873,0.1615,0.8721,0.2034,0.8989,0.9076,0.8304,0.6357367038726807,0.895517885684967,0.5835058689117432,0.8492985963821411,0.897849977016449,0.8256939649581909
cg12378722,0.004,0.0054,0.0064,0.0044,0.0042,0.0062,0.0043,0.011,0.01542888768017292,0.022533101961016655,0.010912223719060421,0.009234820492565632,0.019500000402331352,0.24716000258922577
cg15285436,0.1962,0.8957,0.8956,0.866,0.9148,0.063,0.8127,0.805,0.8813473582267761,0.9310779571533203,0.8816413283348083,0.6997138857841492,0.8672299981117249,0.834447979927063
cg11893955,0.8994,0.5875,0.1375,0.4006,0.1291,0.9221,0.9718,0.9072,0.9488134384155273,0.93927401304245,0.955012321472168,0.6298297047615051,0.9586600065231323,0.9476360082626343
cg10902850,0.8976,0.9042,0.8472,0.8912,0.831,0.8748,0.8487,0.3232,0.037569206207990646,0.8948985934257507,0.7288981080055237,0.8419252038002014,0.0,0.6581670045852661
cg18050634,0.8258,0.0745,0.8457,0.9056,0.9205,0.7057,0.9099,0.9174,0.7869094014167786,0.7684465646743774,0.30411583185195923,0.9508264660835266,0.9825999736785889,0.891281008720398
cg24374161,0.0286,0.0372,0.0294,0.0284,0.0353,0.0294,0.0373,0.1769,0.6023024320602417,0.14064033329486847,0.7097458839416504,0.03721410408616066,0.04121999815106392,0.056895993649959564
cg11760500,0.9076,0.8006,0.0457,0.1186,0.0473,0.8948,0.7191,0.5418,0.8321623206138611,0.8558851480484009,0.7575364112854004,0.8875059485435486,0.7404400110244751,0.7950779795646667
cg17851021,0.8839,0.8718,0.8704,0.8578,0.4822,0.8548,0.912,0.8586,0.8300578594207764,0.9279024004936218,0.8577091693878174,0.9095703959465027,0.8238599896430969,0.7656140327453613
cg12284769,0.0386,0.275,0.1238,0.3296,0.2274,0.0644,0.576,0.3428,0.27884921431541443,0.12232490628957748,0.3208785951137543,0.029255006462335587,0.23792000114917755,0.29917001724243164
cg07104417,0.7132,0.9521,0.9476,0.9317,0.9601,0.4524,0.9685,0.6522,0.9085685610771179,0.9558857083320618,0.8789017200469971,0.12640945613384247,0.7504100203514099,0.9550679922103882
cg27031754,0.8549,0.0413,0.61,0.1062,0.4736,0.7959,0.9162,0.5673,0.0420968234539032,0.9032991528511047,0.11144055426120758,0.856582522392273,0.7241500020027161,0.23087899386882782
cg14428080,0.0592,0.1055,0.082,0.0555,0.0917,0.053,0.0283,0.1337,0.07148522138595581,0.15219740569591522,0.04220221936702728,0.06064695492386818,0.768060028553009,0.370572030544281
cg23426816,0.0163,0.0231,0.0224,0.0231,0.0334,0.0179,0.0141,0.0404,0.12930428981781006,0.06350210309028625,0.20843692123889923,0.015878034755587578,0.041099999099969864,0.07913299649953842
cg17734802,0.0436,0.3992,0.8304,0.5051,0.8484,0.044,0.2272,0.7263,0.8624544739723206,0.8021669983863831,0.863290548324585,0.027220355346798897,0.9418399930000305,0.7936519980430603
cg22115465,0.9674,0.9705,0.9709,0.9739,0.9704,0.9647,0.9881,0.9204,0.9684141278266907,0.5788648724555969,0.9618558883666992,0.9064249992370605,0.9941800236701965,0.9680569767951965
cg12142354,0.0296,0.0442,0.0467,0.0363,0.0385,0.0377,0.0094,0.0562,0.032809678465127945,0.743927001953125,0.042538050562143326,0.030669821426272392,0.025909999385476112,0.05232800170779228
cg05810363,0.9745,0.9719,0.9731,0.9744,0.975,0.9702,0.9865,0.965,0.9731813669204712,0.9671371579170227,0.9725761413574219,0.6753045320510864,0.9831100106239319,0.9699810147285461
cg12118371,0.8804,0.874,0.8569,0.8583,0.8479,0.8905,0.8918,0.6884,0.7920989990234375,0.9359678626060486,0.901259183883667,0.8783380389213562,0.0,0.46049603819847107
