,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Microglia,Neuron,Astrocytes,Oligodendrocytes,Fibroblast
cg10778841,0.0145,0.1113,0.0231,0.0165,0.0472,0.0102,0.0112,0.0155,0.009695535525679588,0.01285069901496172,0.008538412861526012,0.007036665920168161,0.009239999577403069
cg27630153,0.8834,0.895,0.9284,0.887,0.9373,0.8791,0.9471,0.8566,0.18080730736255646,0.834778368473053,0.9536458849906921,0.9209865927696228,0.9905700087547302
cg13352750,0.0312,0.1938,0.0343,0.0366,0.0562,0.0165,0.0061,0.3333,0.01484999991953373,0.031940996646881104,0.024432534351944923,0.02241722121834755,0.02589000016450882
cg16332256,0.0079,0.0991,0.0242,0.0106,0.0533,0.0068,0.0066,0.0156,0.010664820671081543,0.03079250641167164,0.011993649415671825,0.005010000430047512,0.012810000218451023
cg11978441,0.8606,0.7661,0.699,0.0864,0.6098,0.8574,0.9329,0.8698,0.851629376411438,0.9108921885490417,0.8661994338035583,0.8895378112792969,0.9076499938964844
cg00448868,0.2896,0.8357,0.8228,0.8219,0.8355,0.5968,0.8762,0.1138,0.7448838949203491,0.14106132090091705,0.0294457096606493,0.04668888449668884,0.025180000811815262
cg20175702,0.0252,0.0358,0.0266,0.0236,0.027,0.028,0.0672,0.0464,0.03201838955283165,0.6358739733695984,0.03186174854636192,0.5094619989395142,0.09442999958992004
cg00364287,0.0243,0.3421,0.2957,0.0576,0.3468,0.0304,0.0091,0.0262,0.005550000350922346,0.029503999277949333,0.10458443313837051,0.10395446419715881,0.016249999403953552
cg21358380,0.8485,0.8588,0.6103,0.8953,0.7276,0.8859,0.9187,0.8957,0.16917124390602112,0.9365249872207642,0.9280696511268616,0.9254353046417236,0.9742900133132935
cg19131313,0.0318,0.0604,0.055,0.0471,0.0594,0.0264,0.0183,0.0726,0.026930715888738632,0.39961376786231995,0.11720047891139984,0.5517599582672119,0.04162000119686127
cg10706293,0.9707,0.9662,0.965,0.9674,0.9717,0.9624,0.9862,0.9277,0.9704365134239197,0.4923514127731323,0.9632490277290344,0.9599708914756775,0.9799200296401978
cg05529278,0.939,0.9373,0.9325,0.9285,0.9419,0.9289,0.9366,0.665,0.9249857068061829,0.8752466440200806,0.8985214233398438,0.7615010738372803,0.033890001475811005
cg27592868,0.0193,0.0331,0.0914,0.0326,0.141,0.0193,0.0027,0.4284,0.022164108231663704,0.02990410104393959,0.30961015820503235,0.07787306606769562,0.605400025844574
cg02261780,0.9645,0.965,0.9617,0.9647,0.9635,0.9603,0.9781,0.631,0.9629634022712708,0.9154916405677795,0.9452468752861023,0.9214224219322205,0.7716599702835083
cg14579184,0.7825,0.0912,0.8119,0.86,0.772,0.7924,0.912,0.8516,0.9129866361618042,0.9144529104232788,0.8620119690895081,0.8687741756439209,0.8641700148582458
cg20574436,0.1209,0.269,0.0652,0.3061,0.1239,0.1129,0.0272,0.1194,0.10888965427875519,0.11090023070573807,0.10263317823410034,0.0657661110162735,0.09367000311613083
cg17580045,0.058,0.1108,0.0821,0.2466,0.1007,0.0673,0.0667,0.1312,0.07855213433504105,0.11622601747512817,0.06649158149957657,0.07590917497873306,0.07027000188827515
cg03831847,0.9696,0.8204,0.6387,0.1718,0.5395,0.9702,0.99,0.915,0.9843024015426636,0.6369063854217529,0.8600655198097229,0.9800928831100464,0.9867600202560425
cg15220605,0.9534,0.905,0.9481,0.5373,0.9526,0.9452,0.9767,0.9193,0.8576692342758179,0.9544844031333923,0.900318443775177,0.8871747255325317,0.937030017375946
cg10502149,0.8716,0.7489,0.7989,0.1396,0.7537,0.8542,0.9132,0.8287,0.90839684009552,0.9287331104278564,0.8599941730499268,0.8659519553184509,0.8593999743461609
cg25823934,0.8887,0.909,0.908,0.8982,0.9131,0.9056,0.896,0.3964,0.900702953338623,0.9108631014823914,0.8892962336540222,0.9091944098472595,0.8472899794578552
cg27359668,0.9282,0.9677,0.9651,0.9581,0.9666,0.9474,0.987,0.921,0.08775230497121811,0.9222638607025146,0.9569604992866516,0.9661324620246887,0.9611499905586243
cg09104284,0.9456,0.8909,0.7506,0.9336,0.8851,0.9371,0.9739,0.9227,0.9622864127159119,0.9609625339508057,0.954894483089447,0.9522854685783386,0.9720600247383118
cg21435684,0.0071,0.0054,0.0046,0.006,0.0064,0.0038,0.0105,0.3192,0.013603569008409977,0.4067409932613373,0.39837154746055603,0.9157759547233582,0.2954599857330322
cg11375112,0.8758,0.0916,0.893,0.8833,0.8936,0.8393,0.8635,0.8874,0.8896072506904602,0.9174249768257141,0.8883517980575562,0.8825644254684448,0.8289499878883362
cg14339466,0.86,0.5506,0.326,0.7283,0.4034,0.8603,0.8263,0.7257,0.3072427213191986,0.49829065799713135,0.033462539315223694,0.4336774945259094,0.27695998549461365
cg00738869,0.0289,0.2202,0.0783,0.3179,0.1706,0.0309,0.0057,0.1074,0.05765857920050621,0.06671018153429031,0.0971318930387497,0.2053283303976059,0.017079999670386314
cg23275502,0.0091,0.0111,0.0084,0.0092,0.0094,0.0125,0.0067,0.016,0.017843928188085556,0.22847680747509003,0.011570950970053673,0.02124916762113571,0.010280000045895576
cg18115244,0.8842,0.8827,0.843,0.8638,0.8472,0.8764,0.2633,0.7293,0.8600053191184998,0.8951659202575684,0.8453968167304993,0.8650123476982117,0.7587500214576721
cg00863099,0.0347,0.0414,0.0307,0.031,0.0337,0.0311,0.0248,0.0417,0.03957035392522812,0.20653049647808075,0.18886792659759521,0.5084092020988464,0.034690000116825104
cg21669966,0.9247,0.9231,0.917,0.9188,0.927,0.9124,0.9447,0.5392,0.8946879506111145,0.9267237782478333,0.8855234980583191,0.9129512310028076,0.838670015335083
cg16589461,0.8573,0.8297,0.228,0.7383,0.3901,0.8386,0.8224,0.7904,0.809744656085968,0.9393051266670227,0.8491688370704651,0.8817511200904846,0.7605400085449219
cg01513157,0.8998,0.9167,0.9214,0.9108,0.9192,0.8936,0.8881,0.2557,0.823927104473114,0.9076693654060364,0.12020505219697952,0.8816433548927307,0.0
cg13315450,0.0955,0.0733,0.0838,0.4583,0.0813,0.0678,0.3589,0.1005,0.4373700022697449,0.17033056914806366,0.07958698272705078,0.11193667352199554,0.0952799990773201
cg16345795,0.02,0.0354,0.0534,0.0351,0.1364,0.0159,0.0065,0.0084,0.004885178525000811,0.012564999051392078,0.011420159600675106,0.003519722493365407,0.0029800001066178083
cg16277214,0.0453,0.0768,0.0712,0.4664,0.1725,0.0548,0.1006,0.0854,0.052440352737903595,0.5505170226097107,0.12134935706853867,0.17950722575187683,0.15569999814033508
cg01005211,0.0697,0.0672,0.1328,0.0978,0.1692,0.0695,0.0408,0.3368,0.0693255364894867,0.20683030784130096,0.10280030965805054,0.09197667241096497,0.8907300233840942
cg00054496,0.9146,0.9282,0.9156,0.9281,0.9312,0.918,0.9664,0.8301,0.33738431334495544,0.7196881771087646,0.8902313113212585,0.8909940719604492,0.918690025806427
cg13578652,0.717,0.8257,0.0452,0.1658,0.0463,0.59,0.0643,0.533,0.8457298278808594,0.9298809170722961,0.7024285197257996,0.8771898150444031,0.5989099740982056
cg10090591,0.9063,0.9166,0.9037,0.9121,0.9206,0.9114,0.8872,0.8042,0.9128004312515259,0.8829240202903748,0.19740457832813263,0.8901199698448181,0.6027799844741821
cg09029902,0.0601,0.5112,0.1396,0.4107,0.1214,0.0614,0.7092,0.435,0.05031964182853699,0.8465101718902588,0.04611126333475113,0.21257223188877106,0.05079000070691109
cg15293582,0.9161,0.919,0.5645,0.1452,0.288,0.9013,0.9593,0.8582,0.9391255378723145,0.9575341939926147,0.9306607842445374,0.926975667476654,0.9518799781799316
cg12109291,0.081,0.1081,0.098,0.0811,0.1023,0.075,0.0525,0.1714,0.06748054176568985,0.11157429963350296,0.071568563580513,0.04501083493232727,0.7991999983787537
cg04846203,0.0512,0.053,0.6437,0.2433,0.6764,0.0465,0.0223,0.1078,0.033548567444086075,0.17609630525112152,0.20824317634105682,0.2337658703327179,0.07139000296592712
cg07873178,0.0114,0.0123,0.0161,0.0432,0.0115,0.0134,0.0112,0.0155,0.013711427338421345,0.04129660129547119,0.20815619826316833,0.020754719153046608,0.021250000223517418
cg21475771,0.8097,0.7024,0.6676,0.7949,0.6619,0.8234,0.8138,0.7236,0.7842896580696106,0.8899151682853699,0.4413238763809204,0.593620777130127,0.0
cg13755795,0.0162,0.1847,0.0437,0.0213,0.0865,0.0127,0.0029,0.0273,0.011094285175204277,0.02281060442328453,0.013811111450195312,0.007911944761872292,0.009960000403225422
cg23593167,0.015,0.1126,0.035,0.016,0.0838,0.0116,0.0008,0.0254,0.011800180189311504,0.01924080401659012,0.010692856274545193,0.013570555485785007,0.0031300000846385956
cg26428731,0.9668,0.9674,0.9576,0.9613,0.9678,0.9627,0.983,0.9545,0.9867311716079712,0.46694236993789673,0.9528657793998718,0.9621744155883789,0.9705600142478943
cg17543488,0.0175,0.0847,0.0306,0.0129,0.0472,0.0132,0.0101,0.2512,0.01607232168316841,0.18872588872909546,0.061918094754219055,0.005486666690558195,0.06870000064373016
cg25526001,0.74,0.2437,0.2614,0.3482,0.3766,0.7383,0.8345,0.3923,0.683128833770752,0.09632089734077454,0.0549236461520195,0.057818055152893066,0.1635800004005432
cg04593460,0.8914,0.2826,0.8811,0.8989,0.8952,0.8886,0.9009,0.8698,0.9077669978141785,0.9182605147361755,0.8657782673835754,0.8852817416191101,0.8458399772644043
cg14578894,0.0445,0.041,0.0509,0.0465,0.0684,0.042,0.0668,0.0976,0.04979607090353966,0.09659440070390701,0.0789031907916069,0.05095333606004715,0.49546000361442566
cg27183818,0.8996,0.0456,0.245,0.0637,0.2028,0.884,0.9057,0.3923,0.8043116927146912,0.5241252779960632,0.18048015236854553,0.8706555366516113,0.8090599775314331
cg25226014,0.9125,0.8969,0.0779,0.5487,0.1888,0.906,0.9441,0.893,0.940891683101654,0.902163028717041,0.8789514303207397,0.92387855052948,0.9385899901390076
cg20954219,0.1244,0.5847,0.6718,0.6768,0.7033,0.5851,0.7697,0.466,0.03224499896168709,0.8064286112785339,0.5584456324577332,0.47474971413612366,0.6050999760627747
cg00453735,0.8955,0.8492,0.813,0.9036,0.8668,0.8978,0.7573,0.2468,0.825695812702179,0.8696164488792419,0.5273078083992004,0.8332338333129883,0.0
cg17080697,0.847,0.8993,0.8925,0.8834,0.9036,0.1724,0.9145,0.763,0.8718100190162659,0.9082867503166199,0.8664770126342773,0.8707854747772217,0.8931999802589417
cg24175289,0.924,0.928,0.9188,0.9164,0.919,0.9188,0.9211,0.8376,0.9178427457809448,0.931362509727478,0.47979971766471863,0.8815218806266785,0.896399974822998
cg20873416,0.0379,0.1671,0.0465,0.1309,0.0639,0.033,0.0398,0.2338,0.04763838276267052,0.4646398425102234,0.22505934536457062,0.8143098950386047,0.05626000091433525
cg03139228,0.9156,0.9103,0.909,0.9016,0.9119,0.9007,0.9475,0.6749,0.9067932367324829,0.8155539035797119,0.8894514441490173,0.891058087348938,0.164450004696846
cg10652915,0.9055,0.9072,0.9041,0.9056,0.9111,0.8968,0.9057,0.4914,0.9270992875099182,0.9319959282875061,0.88350909948349,0.8909868597984314,0.9150599837303162
cg21041472,0.6279,0.8418,0.8879,0.882,0.894,0.2192,0.8774,0.8268,0.8791094422340393,0.8861262798309326,0.8765590190887451,0.8629018068313599,0.9378200173377991
cg20560283,0.9032,0.8456,0.9184,0.7413,0.9259,0.8504,0.9182,0.183,0.7515344619750977,0.35283583402633667,0.9055539965629578,0.8086280226707458,0.0
cg20884605,0.0572,0.3202,0.5501,0.2789,0.5132,0.0815,0.0925,0.06,0.02800607495009899,0.1122409924864769,0.05637112259864807,0.03225861117243767,0.028109999373555183
cg23095383,0.9233,0.9164,0.659,0.7268,0.5336,0.9079,0.9321,0.8984,0.9345634579658508,0.9429409503936768,0.9140886068344116,0.9246811270713806,0.9275500178337097
cg16395712,0.0076,0.008,0.0073,0.0067,0.0062,0.0072,0.0,0.0114,0.005989464465528727,0.013430302031338215,0.007877460680902004,0.007438611704856157,0.003109999932348728
cg24667756,0.8788,0.2326,0.8645,0.8464,0.8686,0.8666,0.8319,0.2807,0.8603799939155579,0.4603842794895172,0.08195716887712479,0.6278616786003113,0.0
cg26953232,0.4601,0.4022,0.1396,0.1562,0.1308,0.4176,0.4552,0.1544,0.2710787355899811,0.11335787922143936,0.1221296563744545,0.11981390416622162,0.0746299996972084
cg08662757,0.0293,0.5156,0.0308,0.0123,0.0192,0.0164,0.0084,0.0096,0.011584466323256493,0.07581079751253128,0.01127238292247057,0.015193890780210495,0.021250000223517418
cg23643814,0.023,0.075,0.0401,0.0264,0.062,0.0214,0.0216,0.0414,0.02567821368575096,0.6389062404632568,0.04505905508995056,0.02889583259820938,0.04642999917268753
cg00049440,0.1075,0.2004,0.0449,0.0462,0.0472,0.162,0.0548,0.0733,0.1260325163602829,0.3856572210788727,0.42808613181114197,0.8764955997467041,0.06800000369548798
cg05676251,0.9193,0.9163,0.9129,0.9156,0.92,0.9177,0.9518,0.8841,0.9414222836494446,0.9089910387992859,0.8822696208953857,0.8931448459625244,0.2218099981546402
cg12026967,0.9689,0.9779,0.972,0.9719,0.9763,0.9634,0.9931,0.617,0.9787388443946838,0.8664766550064087,0.74564129114151,0.6848981380462646,0.9937700033187866
cg17904575,0.7464,0.5805,0.0529,0.1408,0.0599,0.7423,0.3012,0.2336,0.07851874828338623,0.5649247765541077,0.5076603889465332,0.32799750566482544,0.15800000727176666
cg00500522,0.0042,0.0048,0.0044,0.0049,0.0042,0.0024,0.0155,0.0084,0.00828428752720356,0.34395572543144226,0.17161542177200317,0.013636111281812191,0.014530000276863575
cg02056682,0.0258,0.129,0.0447,0.021,0.0474,0.0202,0.0118,0.0188,0.008347677998244762,0.02176099829375744,0.01248095277696848,0.008280277252197266,0.011610000394284725
cg09022422,0.0232,0.1636,0.0432,0.0198,0.0676,0.0172,0.0051,0.0086,0.018258748576045036,0.014140899293124676,0.012512541376054287,0.009019999764859676,0.0
cg04264633,0.8905,0.8797,0.8544,0.888,0.8829,0.8786,0.9139,0.2316,0.9103245139122009,0.9238913059234619,0.836801290512085,0.8644859194755554,0.8609300255775452
cg24066731,0.0422,0.0432,0.0403,0.0373,0.0382,0.0341,0.0442,0.2896,0.04339303448796272,0.10844612121582031,0.04798618704080582,0.060120001435279846,0.07061000168323517
cg26514623,0.4952,0.8714,0.889,0.905,0.9102,0.0954,0.8706,0.8499,0.8770459294319153,0.9270607233047485,0.8958432078361511,0.9148894548416138,0.9098899960517883
cg08656837,0.9057,0.9075,0.8801,0.8942,0.8539,0.9022,0.9255,0.8531,0.9119214415550232,0.8806114196777344,0.12238521873950958,0.8880788087844849,0.7969599962234497
cg01765077,0.0331,0.0463,0.0697,0.0263,0.0706,0.0451,0.0292,0.2975,0.028091609477996826,0.12413720786571503,0.10695652663707733,0.03412055969238281,0.5847100019454956
cg24429081,0.9849,0.9834,0.9832,0.9841,0.9846,0.984,0.9903,0.9823,0.9902547597885132,0.6764509677886963,0.9822900891304016,0.983374297618866,0.9937300086021423
cg25339054,0.0928,0.1565,0.1263,0.0922,0.1414,0.0934,0.0653,0.0766,0.09242231398820877,0.14035509526729584,0.043032076209783554,0.04550666734576225,0.9359300136566162
cg12011479,0.926,0.9274,0.9124,0.4534,0.824,0.9126,0.9532,0.9149,0.9477659463882446,0.9313409328460693,0.9214845895767212,0.9375306367874146,0.9448599815368652
cg04863197,0.9638,0.9624,0.9578,0.9584,0.9618,0.9513,0.974,0.6072,0.9603279829025269,0.4024636447429657,0.8778713345527649,0.9154943823814392,0.06057000160217285
cg12045337,0.0171,0.0915,0.015,0.0129,0.016,0.0106,0.0053,0.0198,0.015403566882014275,0.019361000508069992,0.011647935025393963,0.014023886993527412,0.0021299999207258224
cg13139986,0.1799,0.2342,0.0638,0.159,0.1029,0.1643,0.0549,0.0499,0.2843090891838074,0.11459116637706757,0.022806191816926003,0.025179723277688026,0.024310000240802765
cg19310303,0.0032,0.0033,0.0038,0.0026,0.0019,0.0019,0.0181,0.0036,0.004049285780638456,0.00796700082719326,0.00492460373789072,0.0027813890483230352,0.026930000633001328
cg05654304,0.0821,0.1722,0.1918,0.0618,0.1839,0.0741,0.0437,0.171,0.5951660871505737,0.7129088044166565,0.0500434935092926,0.06523111462593079,0.05793000012636185
cg06937549,0.5693,0.7182,0.1618,0.2274,0.1307,0.1376,0.552,0.1332,0.44876790046691895,0.17379257082939148,0.17106476426124573,0.10122944414615631,0.11334999650716782
cg17561241,0.0132,0.0176,0.0202,0.0174,0.021,0.0178,0.0065,0.0278,0.014991608448326588,0.03829730302095413,0.19060124456882477,0.046961668878793716,0.0027199999894946814
cg04154027,0.7393,0.8409,0.8594,0.8423,0.9097,0.8197,0.8317,0.2604,0.4791622459888458,0.1908893585205078,0.0542268306016922,0.0056355539709329605,0.0
cg04650676,0.0388,0.0694,0.0604,0.3259,0.1076,0.0447,0.0562,0.1258,0.049183573573827744,0.39136821031570435,0.20213505625724792,0.785508394241333,0.010230000130832195
cg26113809,0.015,0.0779,0.121,0.0274,0.1707,0.014,0.0075,0.3223,0.014734107069671154,0.35021957755088806,0.06548397243022919,0.0068669444881379604,0.08098000288009644
cg22580629,0.0302,0.0527,0.304,0.0468,0.3818,0.0325,0.0323,0.0568,0.02438303269445896,0.06573179364204407,0.028488419950008392,0.038878608494997025,0.06685999780893326
cg22718636,0.3594,0.3116,0.5975,0.6169,0.6722,0.4342,0.2464,0.5536,0.3224964141845703,0.31284263730049133,0.33211639523506165,0.011367223225533962,0.14065000414848328
cg02164574,0.0667,0.1066,0.0968,0.0806,0.0944,0.076,0.0486,0.4744,0.050909288227558136,0.13549451529979706,0.16144432127475739,0.0772530660033226,0.005919999908655882
cg26460530,0.3586,0.3923,0.0568,0.2543,0.0598,0.3042,0.2282,0.0611,0.36606770753860474,0.07963499426841736,0.1316322237253189,0.045371394604444504,0.038830000907182693
cg18250453,0.8964,0.101,0.8777,0.7941,0.8903,0.8897,0.9232,0.7506,0.8892418146133423,0.8352807760238647,0.8011718988418579,0.7236008048057556,0.8019999861717224
cg10406526,0.9729,0.9667,0.966,0.9682,0.9712,0.9703,0.9797,0.6812,0.9737896919250488,0.962521493434906,0.8914374113082886,0.8775237798690796,0.8565999865531921
cg20966357,0.1059,0.3891,0.8946,0.832,0.8932,0.8621,0.9001,0.8332,0.5097129940986633,0.9190905094146729,0.8678444623947144,0.8793179988861084,0.9061200022697449
cg16660547,0.3351,0.8742,0.8406,0.874,0.8377,0.2298,0.9401,0.8099,0.876517653465271,0.9005675315856934,0.8993499875068665,0.8956929445266724,0.9241300225257874
cg25305174,0.9847,0.9784,0.9782,0.9749,0.9791,0.9821,0.9921,0.9625,0.9875878095626831,0.6180028319358826,0.975982129573822,0.87467360496521,0.9833599925041199
cg00908292,0.1718,0.3345,0.3824,0.5406,0.3501,0.4434,0.6848,0.1559,0.08963821083307266,0.1760627180337906,0.2921179234981537,0.08698222786188126,0.06752999871969223
cg12717729,0.0398,0.2233,0.2522,0.3766,0.2734,0.0344,0.1727,0.0364,0.042732853442430496,0.2552005350589752,0.23127621412277222,0.4518466591835022,0.030150000005960464
cg04011995,0.5876,0.9025,0.9048,0.8978,0.9071,0.2666,0.9203,0.8547,0.8622625470161438,0.9308225512504578,0.888417661190033,0.88379967212677,0.8759099841117859
cg07058109,0.0507,0.057,0.055,0.0474,0.05,0.0528,0.0679,0.1728,0.044847313314676285,0.17846862971782684,0.6178354620933533,0.579432487487793,0.11764000356197357
cg00007987,0.9654,0.7099,0.9437,0.9674,0.9599,0.9718,0.9791,0.8802,0.9680491089820862,0.9444553256034851,0.939827024936676,0.9367892742156982,0.9439200162887573
cg12058490,0.9033,0.8943,0.88,0.8876,0.9123,0.89,0.8872,0.6112,0.07137160748243332,0.4925746023654938,0.7905809879302979,0.8715059757232666,0.784820020198822
cg16343302,0.9817,0.9782,0.976,0.9783,0.9784,0.9779,0.9915,0.8918,0.9575591683387756,0.8835869431495667,0.9087619185447693,0.6940375566482544,0.9835100173950195
cg03499808,0.0184,0.1916,0.1577,0.0679,0.2438,0.0194,0.0101,0.0292,0.04013250023126602,0.6691439747810364,0.015722062438726425,0.07472360879182816,0.016610000282526016
cg07964754,0.7618,0.5835,0.2992,0.7262,0.2184,0.8012,0.8862,0.6414,0.05167446285486221,0.3226347863674164,0.35455331206321716,0.3307916224002838,0.6321700215339661
cg07895132,0.0774,0.1811,0.6059,0.5934,0.643,0.0833,0.0264,0.227,0.09481606632471085,0.10490740835666656,0.059896983206272125,0.08778388798236847,0.12847000360488892
cg22991320,0.0372,0.0452,0.0392,0.0381,0.0632,0.0263,0.0474,0.181,0.02430124580860138,0.1651896834373474,0.22020234167575836,0.004831666126847267,0.3715899884700775
cg03432241,0.9111,0.8809,0.7785,0.895,0.8542,0.8949,0.9296,0.574,0.6577402949333191,0.7912452220916748,0.2690323293209076,0.26843440532684326,0.0
cg15054077,0.016,0.0249,0.0243,0.0162,0.024,0.0185,0.0246,0.2108,0.023552503436803818,0.07822220027446747,0.030214441940188408,0.09964638948440552,0.021090000867843628
cg18834544,0.9253,0.9208,0.9217,0.9251,0.9198,0.9199,0.9099,0.889,0.9075790047645569,0.9140160083770752,0.8281241655349731,0.29778969287872314,0.9564599990844727
cg11756073,0.9149,0.9005,0.9053,0.9171,0.9133,0.9097,0.9117,0.823,0.8715129494667053,0.8882209658622742,0.7027134895324707,0.19143304228782654,0.9291800260543823
cg21623671,0.0434,0.0521,0.0438,0.0394,0.0422,0.0407,0.0412,0.0796,0.1797671765089035,0.07456230372190475,0.04071015864610672,0.04080166295170784,0.044349998235702515
cg00252813,0.0574,0.2403,0.3489,0.3757,0.382,0.0495,0.0553,0.072,0.05526000261306763,0.15090757608413696,0.07136683166027069,0.08772610127925873,0.04830000177025795
cg02422426,0.0339,0.1607,0.0364,0.0303,0.0347,0.0189,0.0033,0.0143,0.015982145443558693,0.03202170506119728,0.011338728480041027,0.017925554886460304,0.0106800002977252
cg03396151,0.0762,0.1062,0.0871,0.0699,0.0909,0.0731,0.0687,0.6168,0.0714041143655777,0.41967082023620605,0.06917143613100052,0.05783333256840706,0.10790000110864639
cg06564132,0.9779,0.9744,0.9381,0.9166,0.9705,0.9744,0.9879,0.9377,0.981113076210022,0.5527610778808594,0.9679076075553894,0.9642948508262634,0.9592300057411194
cg12223582,0.0345,0.1608,0.0581,0.041,0.0786,0.0292,0.0226,0.0233,0.04141981527209282,0.6225371360778809,0.01438968162983656,0.008521388284862041,0.008030000142753124
cg26370372,0.9707,0.9705,0.9704,0.9705,0.9696,0.9696,0.9847,0.9654,0.9801445007324219,0.5583109259605408,0.972879946231842,0.9759382605552673,0.9708899855613708
cg16671160,0.2302,0.9199,0.8912,0.8962,0.8967,0.2673,0.9317,0.6931,0.7974044680595398,0.8531738519668579,0.894786536693573,0.880218505859375,0.5612199902534485
cg18612209,0.8639,0.8653,0.8429,0.2553,0.7819,0.8508,0.9016,0.8465,0.9097840189933777,0.9079958200454712,0.846421480178833,0.8299921751022339,0.8968300223350525
cg14283140,0.8532,0.107,0.8004,0.7636,0.809,0.8571,0.8968,0.8316,0.8990631699562073,0.9225447177886963,0.8250553011894226,0.8715388774871826,0.8354799747467041
cg25598890,0.0387,0.1412,0.4487,0.0481,0.0667,0.0406,0.3473,0.6942,0.04597749561071396,0.89166659116745,0.8298144340515137,0.8454082012176514,0.7884899973869324
cg25002129,0.8849,0.8631,0.8596,0.8581,0.8558,0.8471,0.9354,0.8607,0.914057731628418,0.9189122915267944,0.8694199919700623,0.902191162109375,0.15996000170707703
cg24366168,0.9666,0.963,0.9543,0.959,0.9633,0.9545,0.9758,0.6982,0.9574413299560547,0.9340177774429321,0.955548882484436,0.9190362095832825,0.9018999934196472
cg12128828,0.1195,0.1542,0.0936,0.1655,0.0866,0.0871,0.2921,0.0713,0.05712661147117615,0.10377509146928787,0.08712047338485718,0.0518355518579483,0.08132000267505646
cg16754364,0.0226,0.0258,0.0235,0.0165,0.0224,0.023,0.0185,0.0252,0.020525360479950905,0.4848117530345917,0.036125242710113525,0.03216833993792534,0.006169999949634075
cg05654103,0.4193,0.8831,0.8741,0.8874,0.8902,0.7716,0.8891,0.8454,0.5380774736404419,0.9178203344345093,0.8510162830352783,0.8914827704429626,0.8763099908828735
cg22491927,0.0162,0.1366,0.0247,0.0143,0.0359,0.0165,0.0043,0.0248,0.014067856594920158,0.024417400360107422,0.014258568175137043,0.008538611233234406,0.00139999995008111
cg27436324,0.9028,0.3615,0.8909,0.8886,0.9041,0.8965,0.941,0.883,0.9100247621536255,0.9199578166007996,0.8884131908416748,0.9039851427078247,0.9621099829673767
cg16920621,0.9235,0.9189,0.9156,0.9156,0.9266,0.9174,0.9414,0.902,0.9350494742393494,0.9254480004310608,0.8729835152626038,0.8838290572166443,0.24851000308990479
cg08586541,0.0103,0.0801,0.0264,0.0142,0.0429,0.0106,0.0017,0.0151,0.01020678598433733,0.014322003349661827,0.008141111582517624,0.007122778333723545,0.0013099999632686377
cg09977852,0.9572,0.9565,0.9522,0.9589,0.9596,0.9511,0.9804,0.9384,0.9677962064743042,0.480586975812912,0.7420424222946167,0.2912072241306305,0.9614099860191345
cg10677372,0.9524,0.9432,0.9523,0.9471,0.9545,0.9312,0.9574,0.912,0.9348506331443787,0.21355082094669342,0.8545117974281311,0.875490665435791,0.9485099911689758
cg03875819,0.8671,0.874,0.7581,0.8803,0.8217,0.8874,0.9544,0.4022,0.06664499640464783,0.22439822554588318,0.45617249608039856,0.7525714635848999,0.7861599922180176
cg11683242,0.8995,0.6805,0.2103,0.3799,0.1587,0.8928,0.929,0.875,0.9350709915161133,0.9034677147865295,0.8592050075531006,0.8724119663238525,0.9116899967193604
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663,0.8817,0.8124,0.888008177280426,0.8980669379234314,0.8444415330886841,0.8581740856170654,0.9011499881744385
cg22193912,0.0306,0.4528,0.8371,0.2596,0.9342,0.0328,0.0026,0.2971,0.01300678588449955,0.30974215269088745,0.3175557255744934,0.5507797002792358,0.05240999907255173
cg20418529,0.9122,0.917,0.9245,0.9155,0.9348,0.9312,0.949,0.3958,0.9379512667655945,0.8224684000015259,0.8914437890052795,0.7132580876350403,0.8725299835205078
cg01930746,0.0444,0.0297,0.2177,0.088,0.2135,0.1208,0.591,0.3133,0.033634819090366364,0.25124606490135193,0.14488346874713898,0.18500469624996185,0.4156799912452698
cg03340964,0.9088,0.9191,0.9085,0.908,0.9191,0.9082,0.8679,0.3629,0.8481138944625854,0.8059816956520081,0.8525475859642029,0.8483132719993591,0.8540499806404114
cg01040649,0.9068,0.7784,0.1984,0.8499,0.4598,0.8988,0.8895,0.8626,0.877693235874176,0.9137318134307861,0.8818361759185791,0.8606750965118408,0.8379499912261963
cg16085171,0.8962,0.1256,0.8834,0.8831,0.8949,0.8909,0.913,0.8702,0.9024720788002014,0.6532015800476074,0.8756714463233948,0.7957836389541626,0.8134999871253967
cg07109923,0.045,0.0404,0.2668,0.0404,0.2101,0.0547,0.0557,0.0564,0.031548574566841125,0.07625290751457214,0.039591897279024124,0.03897499665617943,0.014329999685287476
cg13759852,0.0557,0.2679,0.2183,0.3834,0.2373,0.065,0.0527,0.0671,0.04561446234583855,0.10688178241252899,0.060165394097566605,0.11341777443885803,0.04259999841451645
cg17088155,0.0139,0.0406,0.019,0.0148,0.0404,0.0233,0.0173,0.028,0.016941964626312256,0.17560070753097534,0.27924999594688416,0.32321080565452576,0.013860000297427177
cg13651908,0.8559,0.8412,0.1382,0.7788,0.3741,0.826,0.9267,0.7887,0.7312709093093872,0.8953481316566467,0.8110633492469788,0.8081570267677307,0.7408699989318848
