"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015248","MF","GO:0015248","sterol transporter activity","3/48","36/18368",0.000112551708575518,0.000935044963550458,0.00044656143483404,"APOA1/APOA4/APOA2",3
"GO:0005496","MF","GO:0005496","steroid binding","4/48","100/18368",0.000133897035287683,0.000967088751248449,0.00046186499815959,"APOA1/APOA4/GC/APOA2",4
"GO:0005504","MF","GO:0005504","fatty acid binding","3/48","39/18368",0.000143272407592363,0.000967088751248449,0.00046186499815959,"ALB/FABP5/AFM",3
"GO:0050997","MF","GO:0050997","quaternary ammonium group binding","3/48","39/18368",0.000143272407592363,0.000967088751248449,0.00046186499815959,"APOA1/APOA4/APOA2",3
"GO:0120013","MF","GO:0120013","lipid transfer activity","3/48","48/18368",0.000266712333578613,0.00169440776626413,0.000809220083303533,"APOA1/APOA4/APOA2",3
"GO:0015485","MF","GO:0015485","cholesterol binding","3/48","50/18368",0.00030113530226977,0.00180681181361862,0.000862902328141447,"APOA1/APOA4/APOA2",3
"GO:0004869","MF","GO:0004869","cysteine-type endopeptidase inhibitor activity","3/48","56/18368",0.000421235479770105,0.00228220878662474,0.00108994376749135,"AHSG/HRG/KNG1",3
"GO:0002020","MF","GO:0002020","protease binding","4/48","135/18368",0.00042263125678236,0.00228220878662474,0.00108994376749135,"A2M/SERPINA1/SERPINC1/SERPINF2",4
"GO:0008035","MF","GO:0008035","high-density lipoprotein particle binding","2/48","13/18368",0.000512102462362876,0.00253414544238665,0.00121026439256283,"APOA1/APOA2",2
"GO:0032934","MF","GO:0032934","sterol binding","3/48","60/18368",0.000516214812338022,0.00253414544238665,0.00121026439256283,"APOA1/APOA4/APOA2",3
"GO:0005507","MF","GO:0005507","copper ion binding","3/48","61/18368",0.000541922464977785,0.00254467940076525,0.00121529523038496,"ALB/CP/APOA4",3
"GO:1901681","MF","GO:1901681","sulfur compound binding","5/48","265/18368",0.000620924311131762,0.00279415940009293,0.00133444259848493,"SERPINC1/F2/HRG/CFH/KNG1",5
"GO:0005319","MF","GO:0005319","lipid transporter activity","4/48","154/18368",0.000694037230454161,0.00299824083556198,0.0014319083912528,"APOA1/FABP5/APOA4/APOA2",4
"GO:0043395","MF","GO:0043395","heparan sulfate proteoglycan binding","2/48","17/18368",0.000886960384160399,0.00366472328134691,0.00175020897452241,"HRG/CFH",2
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","3/48","73/18368",0.000916180820336729,0.00366472328134691,0.00175020897452241,"ALB/FABP5/AFM",3
"GO:0055102","MF","GO:0055102","lipase inhibitor activity","2/48","18/18368",0.000996168526726668,0.00384236431737429,0.00183504728607544,"APOA1/APOA2",2
"GO:0001540","MF","GO:0001540","amyloid-beta binding","3/48","84/18368",0.00137564188970859,0.00512308014098373,0.00244669519403706,"CRYAB/APOA1/C1QA",3
"GO:0043178","MF","GO:0043178","alcohol binding","3/48","89/18368",0.00162464738207952,0.00584873057548628,0.00279325339375076,"APOA1/APOA4/APOA2",3
"GO:0038187","MF","GO:0038187","pattern recognition receptor activity","2/48","26/18368",0.00208803495853966,0.00727444437168657,0.00347414984612711,"CD14/PGLYRP2",2
"GO:0070325","MF","GO:0070325","lipoprotein particle receptor binding","2/48","28/18368",0.00242047553652241,0.00816910493576313,0.00390142438452625,"APOA1/APOA2",2
"GO:0051087","MF","GO:0051087","chaperone binding","3/48","107/18368",0.00274776261523254,0.00891433232302272,0.00425733220105374,"ALB/CP/PLG",3
"GO:0071813","MF","GO:0071813","lipoprotein particle binding","2/48","31/18368",0.00296274669308244,0.00891433232302272,0.00425733220105374,"APOA1/APOA2",2
"GO:0071814","MF","GO:0071814","protein-lipid complex binding","2/48","31/18368",0.00296274669308244,0.00891433232302272,0.00425733220105374,"APOA1/APOA2",2
"GO:0008047","MF","GO:0008047","enzyme activator activity","3/48","110/18368",0.00297144410767424,0.00891433232302272,0.00425733220105374,"APOA1/APOA4/APOA2",3
"GO:0001530","MF","GO:0001530","lipopolysaccharide binding","2/48","33/18368",0.00335298204484806,0.00978708272550244,0.00467414282212105,"F2/CD14",2
"GO:0043394","MF","GO:0043394","proteoglycan binding","2/48","36/18368",0.00398081864883114,0.0113139056335201,0.00540332725187606,"HRG/CFH",2
"GO:0019842","MF","GO:0019842","vitamin binding","3/48","148/18368",0.00680173739137913,0.0188355804684345,0.0089955501262504,"ALB/GC/AFM",3
"GO:0140677","MF","GO:0140677","molecular function activator activity","3/48","150/18368",0.00705747205914519,0.019055174559692,0.00910042449731879,"APOA1/APOA4/APOA2",3
"GO:0042277","MF","GO:0042277","peptide binding","4/48","321/18368",0.00973618664815058,0.0256465404390308,0.0122483477730264,"CRYAB/APOA1/CD14/C1QA",4
"GO:0031406","MF","GO:0031406","carboxylic acid binding","3/48","176/18368",0.0109074167076781,0.028047642962601,0.0133950731497802,"ALB/FABP5/AFM",3
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity","2/48","70/18368",0.0144240119378549,0.0362277509136821,0.0173017523856766,"APOA1/APOA2",2
"GO:0033218","MF","GO:0033218","amide binding","4/48","400/18368",0.0202964040233707,0.0498184462391825,0.023792435338401,"CRYAB/APOA1/CD14/C1QA",4
