"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","18/2647","68/18723",0.00534462439789588,0.0337884277411492,0.0257184933432584,"ACTN4/ATP1A2/ATP2B4/DNM2/CAMK2D/KIF5B/SLC9A3R1/DMD/ATP1B2/SNTA1/STOM/UTRN/WNK1/ANK3/CHP1/GPD1L/FXYD1/FXYD6",18
"GO:0008347","BP","GO:0008347","glial cell migration","15/2647","53/18723",0.00542163898898438,0.0341339683564202,0.0259815059960445,"IDH2/RTN4/SCRIB/PAFAH1B1/SUN2/ATP1B2/MBOAT7/CD9/SRGAP2/AZU1/CDK5/SUN1/P2RY12/MMP14/CX3CR1",15
"GO:0032784","BP","GO:0032784","regulation of DNA-templated transcription, elongation","15/2647","53/18723",0.00542163898898438,0.0341339683564202,0.0259815059960445,"ALYREF/SUPT5H/ZNF326/TCERG1/HMGN1/NELFA/GTF2F1/LARP7/NELFB/SUPT6H/BRD4/KAT7/HTATSF1/WDR43/NELFE",15
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","15/2647","53/18723",0.00542163898898438,0.0341339683564202,0.0259815059960445,"PARK7/RPL5/RPS20/PIN1/RPL23/UBE2N/UBE2L3/RPS2/RPL11/STUB1/RPS15/BAG2/MAD2L1/DTX3L/PSEN1",15
"GO:0097479","BP","GO:0097479","synaptic vesicle localization","15/2647","53/18723",0.00542163898898438,0.0341339683564202,0.0259815059960445,"MAP2/DNM2/KIF5B/KIF5C/PICALM/LIN7A/AP3B1/AP3B2/CDK5/BLOC1S3/BLOC1S2/BLOC1S4/TRIM46/BRSK1/TOR1A",15
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","48/2647","236/18723",0.00543418861106495,0.0341391701803861,0.0259854654307973,"DYNC1H1/ANXA1/RDX/EGFR/HSPA2/NPM1/DDX3X/NSFL1C/PHB2/APEX1/EIF4G1/CDC42/RHOA/GIPC1/ROCK2/FEN1/APP/MECP2/DYNC1LI1/DDRGK1/PLRG1/RAD21/CDK4/CENPV/AKT1/SMPD3/PLCB1/CUL3/KIF3B/MEPCE/PKN2/NUSAP1/CDK1/BRD4/AIF1/ANKRD17/CUL4A/PHIP/NUP62/PLSCR1/MAD2L1/ADAM17/RPTOR/AURKB/IGF2/ATRX/UBXN2B/CDCA5",48
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process","27/2647","116/18723",0.00545400414032047,0.0341391701803861,0.0259854654307973,"ANXA1/CBR1/AKR1B1/GSTM2/EPHX1/ACAA1/AKR1C1/GSTM1/PTGES3/MIF/PTGS1/PLAA/ACOX1/SCP2/CD74/PTGR1/GPX4/FADS2/ABHD12/TBXAS1/PTGR2/PTGES/PTGES2/PNPLA8/ACOT8/ALOX12B/PLA2G4A",27
"GO:0002931","BP","GO:0002931","response to ischemia","16/2647","58/18723",0.00545600623809675,0.0341391701803861,0.0259854654307973,"EEF2/HSPD1/HYOU1/CAMK2A/GJA1/ROCK2/STUB1/HK2/SQSTM1/SLC8A2/AKT1/NOL3/BID/NQO1/P2RX7/CX3CR1",16
"GO:0032387","BP","GO:0032387","negative regulation of intracellular transport","16/2647","58/18723",0.00545600623809675,0.0341391701803861,0.0259854654307973,"GDI1/PARK7/LMAN1/BAG3/APOD/SNX12/SNX3/RANGAP1/ARFIP1/UFM1/CDK5/ERLEC1/CHP1/OS9/RAB23/SUMO1",16
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process","16/2647","58/18723",0.00545600623809675,0.0341391701803861,0.0259854654307973,"EGFR/PRDX2/MAOB/PARK7/HP/PRDX4/SOD2/RAC1/ACOX1/FYN/CYBA/MT3/HBZ/PXDN/GPX3/HDAC6",16
"GO:0043525","BP","GO:0043525","positive regulation of neuron apoptotic process","16/2647","58/18723",0.00545600623809675,0.0341391701803861,0.0259854654307973,"CDC42/RHOA/PIN1/GSK3A/FIS1/PAK3/UBE2M/SRPK2/CDK5/ITGAM/MAP2K4/NQO2/HDAC4/NF1/NQO1/TYROBP",16
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","42/2647","201/18723",0.0054841490741825,0.0342801416540763,0.0260927676685772,"HSP90AB1/HNRNPA1/CCT2/EGFR/CCT8/CCT3/MAPK1/XRCC5/HNRNPD/HMGB1/CCT4/ACTR2/TFRC/USP7/PCNA/UBE2N/PTGES3/MECP2/UBE2V2/PAK3/MSH2/ANXA3/AKT1/DKC1/SPIRE1/MMS19/PTPRC/EXOSC3/EXOSC6/BABAM1/WRAP53/DTX3L/FGF2/RFC2/FAM168A/PNKP/XRCC1/AURKB/WAS/ATRX/CIZ1/SMCHD1",42
"GO:0055094","BP","GO:0055094","response to lipoprotein particle","11/2647","34/18723",0.00550107285222695,0.0343156812140449,0.026119819058582,"APOE/ITGB2/CD81/CD9/HMGCS1/FCER1G/LPL/AKT1/SMPD3/NPC1/MYD88",11
"GO:1990000","BP","GO:1990000","amyloid fibril formation","11/2647","34/18723",0.00550107285222695,0.0343156812140449,0.026119819058582,"GSN/APOE/CLU/APP/FKBP1A/PFDN6/PFDN2/PFDN4/PFDN1/PFDN5/PSEN1",11
"GO:0021537","BP","GO:0021537","telencephalon development","50/2647","248/18723",0.00551918142349315,0.0343935111768088,0.0261790603288354,"FLNA/ATP1A2/BCAN/ATP2B4/RTN4/ATIC/PAFAH1B1/KIF5B/NME1/RHOA/CDK6/OGDH/TRA2B/SUN2/ATP1B2/ATAT1/PPP1R9B/MBOAT7/PTPRS/UBA6/CSNK2A2/GSK3B/AQP1/SRGAP2/CELF1/CDK5/ALDH1A3/EPHB2/ANXA3/POU3F3/ROBO2/PLCB1/NF2/NFIB/SUN1/BAD/XAB2/PHACTR1/NF1/COL3A1/UQCRQ/P2RY12/NTRK2/TRAPPC9/XRCC1/KDM1A/PSEN1/SLC32A1/UCHL5/SEMA7A",50
"GO:0003334","BP","GO:0003334","keratinocyte development","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"PLEC/FLNB/SFN/PALLD/DNASE1L2/CDSN",6
"GO:0010755","BP","GO:0010755","regulation of plasminogen activation","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"ENO1/THBS1/SERPINE2/F12/CLEC3B/SERPINE1",6
"GO:0016024","BP","GO:0016024","CDP-diacylglycerol biosynthetic process","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"CDS2/AGPAT5/AGPAT1/LCLAT1/TAMM41/AGPAT3",6
"GO:0048207","BP","GO:0048207","vesicle targeting, rough ER to cis-Golgi","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"PDCD6/TMED10/PEF1/TMED2/CUL3/PPP6C",6
"GO:0048208","BP","GO:0048208","COPII vesicle coating","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"PDCD6/TMED10/PEF1/TMED2/CUL3/PPP6C",6
"GO:0071027","BP","GO:0071027","nuclear RNA surveillance","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"EXOSC4/EXOSC5/EXOSC3/EXOSC6/EXOSC7/EXOSC10",6
"GO:0071028","BP","GO:0071028","nuclear mRNA surveillance","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"EXOSC4/EXOSC5/EXOSC3/EXOSC6/EXOSC7/EXOSC10",6
"GO:1904925","BP","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","6/2647","13/18723",0.00557798424706824,0.0344784916972123,0.0262437443373677,"CDC37/VPS13C/HK2/OPTN/GBA/HDAC6",6
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","45/2647","219/18723",0.00572993311259479,0.0353788420382787,0.0269290574993387,"LMNA/HSPA1B/PDIA3/PRDX2/PARK7/CTNNA1/DDX3X/PPP1CA/CTTN/ARHGEF2/HMGB2/LGALS3/PAK2/BAG3/THBS1/GSK3A/GCLC/FYN/GSK3B/HMOX1/DIABLO/SORT1/YAP1/STX4/ITGA6/AKT1/NOL3/BID/RBCK1/GCLM/ICAM1/HTT/PHIP/BAD/PTPRC/STK4/BLOC1S2/PIK3R1/TMBIM1/SERPINE1/WWOX/P2RX7/BCL2L1/ZC3HC1/CYLD",45
"GO:0035020","BP","GO:0035020","regulation of Rac protein signal transduction","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"DNM2/DYNLT1/OGT/KRAS/ARHGAP17/ARHGAP44/ARF6/STMN3",8
"GO:0044766","BP","GO:0044766","multi-organism transport","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"RAB7A/KPNA3/FMR1/DYNLT1/KPNA2/IFIT1/BST2/KPNA6",8
"GO:0046823","BP","GO:0046823","negative regulation of nucleocytoplasmic transport","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"PARK7/APOD/RANGAP1/UFM1/CDK5/CHP1/RAB23/SUMO1",8
"GO:0048199","BP","GO:0048199","vesicle targeting, to, from or within Golgi","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"PDCD6/TMED10/PEF1/TMED2/CUL3/GBF1/PPP6C/ARFGAP3",8
"GO:0150146","BP","GO:0150146","cell junction disassembly","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"MAP4K4/MAPRE2/CDK5/ITGAM/IQSEC1/PIK3R1/ARF6/CX3CR1",8
"GO:1902579","BP","GO:1902579","multi-organism localization","8/2647","21/18723",0.00576419646767435,0.0353788420382787,0.0269290574993387,"RAB7A/KPNA3/FMR1/DYNLT1/KPNA2/IFIT1/BST2/KPNA6",8
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","28/2647","122/18723",0.00578906313353674,0.0354957917234025,0.0270180752459292,"HADHB/HSD17B4/ACAT1/ETFA/ACAA1/ECH1/DECR1/HADH/CRAT/ETFB/IVD/BDH2/GCDH/CPT1A/CPT2/ECI2/ACOX1/SCP2/IRS2/PCCB/MTOR/ILVBL/ACAA2/NUDT19/AKT1/AKT2/ACADS/ACOT8",28
"GO:0006364","BP","GO:0006364","rRNA processing","46/2647","225/18723",0.00579493428360346,0.0354961521263454,0.0270183495712325,"RPL5/PA2G4/RPL7/RPS6/RPS21/RPL7A/RPS14/SBDS/RPS17/RPS19/RPL11/RPS27/WBP11/RPS24/RPS25/TRMT112/RPL26/EXOSC4/DDX21/YTHDF2/DKC1/NOP9/WDR18/RPS15/UTP18/EXOSC5/NPM3/NOP2/PIN4/LSM6/EXOSC3/DDX18/DIS3/NOLC1/GAR1/EXOSC6/EXOSC7/PES1/NHP2/PIH1D1/WDR43/ERI3/DDX56/EXOSC10/RSL1D1/WDR3",46
"GO:0006895","BP","GO:0006895","Golgi to endosome transport","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"AP2A1/RAB14/CORO7/VPS13C/SORT1/GBF1/MON2",7
"GO:0019885","BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"HLA-A/HLA-C/TAP1/TAP2/TAPBP/IDE/ERAP2",7
"GO:0032511","BP","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"CHMP4B/CHMP6/VTA1/VPS28/LEPROT/VPS25/TMEM50B",7
"GO:0035729","BP","GO:0035729","cellular response to hepatocyte growth factor stimulus","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"APPL1/GCLC/CREB1/GCLM/APPL2/LGMN/TDGF1",7
"GO:0044539","BP","GO:0044539","long-chain fatty acid import into cell","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"SLC27A1/THBS1/IRS2/FABP3/AKT1/AKT2/RPS6KB1",7
"GO:0061450","BP","GO:0061450","trophoblast cell migration","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"CALR/GJA1/C1QBP/ITGB4/YTHDF3/TIMP1/AGO2",7
"GO:0071816","BP","GO:0071816","tail-anchored membrane protein insertion into ER membrane","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"SGTA/EMC1/EMC2/UBL4A/GET4/EMC8/EMC7",7
"GO:0140354","BP","GO:0140354","lipid import into cell","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"SLC27A1/THBS1/IRS2/FABP3/AKT1/AKT2/RPS6KB1",7
"GO:1900363","BP","GO:1900363","regulation of mRNA polyadenylation","7/2647","17/18723",0.00592763549407706,0.0359841649724937,0.0273898067823002,"CPSF6/NUDT21/CPSF7/SUPT5H/ZC3H14/RNF40/NELFE",7
"GO:0090224","BP","GO:0090224","regulation of spindle organization","12/2647","39/18723",0.00598764516614716,0.0363123624922152,0.0276396185163914,"DYNC1H1/CLTC/HSPA1B/DCTN1/GNAI1/EML3/CHMP4B/RAE1/NUP62/CHMP2B/PSRC1/CHMP1A",12
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","51/2647","255/18723",0.00600979525865938,0.0364105353617389,0.027714344049958,"SCRIB/FERMT2/RAP1GDS1/RAP1A/THY1/PLXNB1/PICALM/DOCK7/PIN1/RHOG/MAP4K4/MAPRE2/EIF5/RANGAP1/GSK3B/SRGAP2/ARHGEF7/SNX18/RSU1/RGMA/ITGA6/TBC1D10B/RABGAP1/IQSEC1/S100A10/TBC1D15/AKT2/TBC1D9B/ICAM1/SIPA1/ABR/GNB5/BCR/RGN/SNX9/PRTN3/RGS7/SIPA1L1/NF1/TBC1D17/ARAP3/ZC3H15/RGS10/TBC1D10A/BCAS3/DENND1A/TBC1D5/RAP1GAP/ARHGAP22/ELMOD2/LIMS1",51
"GO:0035821","BP","GO:0035821","modulation of process of other organism","25/2647","106/18723",0.0061243418508791,0.0370310452310086,0.0281866530625139,"HSPA8/APOE/PHB/PHB2/PPIB/PSMC3/LTF/VAPB/VAPA/TARDBP/PC/STOM/DAG1/SNW1/FMR1/RRAGA/NUCKS1/IGF2R/ATG7/SMARCB1/P2RX7/BCL2L1/CX3CR1/ANO6/GSDMD",25
"GO:2000278","BP","GO:2000278","regulation of DNA biosynthetic process","25/2647","106/18723",0.0061243418508791,0.0370310452310086,0.0281866530625139,"HSP90AB1/HNRNPA1/CCT2/CCT8/CCT3/MAPK1/XRCC5/HNRNPD/CCT4/GJA1/PCNA/PTGES3/CERS1/PAK3/DKC1/RGN/DACH1/WRAP53/FGF2/RFC2/MEN1/PNKP/AURKB/PIF1/EXOSC10",25
"GO:0051225","BP","GO:0051225","spindle assembly","27/2647","117/18723",0.00615715477126718,0.0371926253097217,0.0283096418032338,"DYNC1H1/FLNA/HSPA1B/KPNB1/MAPRE1/TUBB1/RHOA/KIF2A/SMC3/SMC1A/CLASP1/MAPRE2/EML3/GOLGA2/CHMP4B/MAPRE3/TUBGCP3/STAG2/KIF3B/LSM14A/TUBGCP6/NEK6/KIF4A/CHMP2B/AURKB/NCOR1/CHMP1A",27
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","45/2647","220/18723",0.00624046438861332,0.0376586126692308,0.0286643340338219,"ANXA1/PPIA/WDR1/MAPK1/HMGB1/PPIB/BSG/LGALS3/RAC1/RPS19/THBS1/ITGB2/MIF/C1QBP/RHOG/CD81/S100A14/CXADR/THBS4/CD9/PTK2/PDE4B/CD74/FCER1G/AZU1/CD47/C5/PLCB1/NUP85/CAMK1D/SRP54/AIF1/GBF1/EDNRB/JAM3/PRTN3/LGMN/P2RY12/RARRES2/SERPINE1/VAV3/MYD88/MMP14/CX3CR1/ANO6",45
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","22/2647","90/18723",0.00627822213377149,0.037774485291569,0.0287525319603162,"ACTN4/ATP1A2/ATP2B4/DNM2/CAMK2D/KIF5B/SLC9A3R1/DMD/ATP1B2/SNTA1/STOM/UTRN/WNK1/SERPINE2/SPTBN4/ANK3/AKT1/CHP1/GPD1L/FXYD1/P2RX7/FXYD6",22
"GO:0032392","BP","GO:0032392","DNA geometric change","22/2647","90/18723",0.00627822213377149,0.037774485291569,0.0287525319603162,"ANXA1/RUVBL2/XRCC5/DDX3X/HMGB1/G3BP1/DDX1/SSBP1/MCM4/HMGB2/RPA1/MCM6/MCM3/MCM5/PURA/TOP2A/GTF2F2/CHD3/RECQL/RFC2/ATRX/PIF1",22
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","22/2647","90/18723",0.00627822213377149,0.037774485291569,0.0287525319603162,"HSPA1B/CLU/USP5/SGTA/UBQLN2/DNAJB2/GSK3A/GCLC/UBE2V2/DDRGK1/STUB1/GSK3B/CSNK1E/AKT1/RAD23A/HECTD1/DAB2/CSNK1A1/GBA/ARIH1/SUMO1/PSEN1",22
"GO:0006221","BP","GO:0006221","pyrimidine nucleotide biosynthetic process","10/2647","30/18723",0.00631984046782213,0.0379501138023498,0.0288862138445402,"NME1/CAD/PRPS1/CMPK1/DTYMK/DUT/CTPS2/NME3/AK5/UPP1",10
"GO:0090314","BP","GO:0090314","positive regulation of protein targeting to membrane","10/2647","30/18723",0.00631984046782213,0.0379501138023498,0.0288862138445402,"ITGB2/STOM/MFF/FYN/FIS1/ANK3/CDK5/ITGAM/AKT2/CHP1",10
"GO:0007346","BP","GO:0007346","regulation of mitotic cell cycle","84/2647","457/18723",0.00635217434662627,0.0381068062228356,0.0290054822817719,"YWHAE/IQGAP1/ANXA1/RDX/EGFR/HSPA2/SCRIB/DDX3X/PHB2/APEX1/PAFAH1B1/EIF4G1/CDC42/APPL1/PRMT5/SLC9A3R1/FHL1/PIN1/TTLL12/APP/MECP2/PPP1R9B/DYNC1LI1/CDK5RAP3/RPL26/PLRG1/TAOK1/RAD21/CDK4/MSH2/EIF4E/VPS4A/INTS3/GIGYF2/AKT1/SMPD3/ZW10/MKI67/PLCB1/BID/CUL3/NAE1/MEPCE/PKN2/USP47/NUSAP1/CDK1/BRD4/CENPF/AIF1/GBF1/ANKRD17/CUL4A/PHIP/NUP62/PTPN6/MAD2L1/SDE2/ANLN/ADAM17/RPS6KB1/BABAM1/APPL2/LGMN/RPTOR/FAM107A/NEK6/PSMG2/PRMT2/NLE1/DYNLT3/MDC1/WEE1/CDK11B/CDKN1B/AURKB/TOM1L2/IGF2/BRSK1/ZFYVE19/CYLD/CDK5RAP2/LCMT1/CDCA5",84
"GO:0061041","BP","GO:0061041","regulation of wound healing","30/2647","134/18723",0.00639752865564588,0.0383370443740947,0.0291807309913563,"ANXA2/ANXA1/PRDX2/APOE/EPPK1/FERMT2/HMGB1/ABAT/GJA1/VTN/CLASP1/THBS1/APOH/SLC12A2/CD9/PDGFRA/PTK2/MTOR/MYLK/SERPINE2/CD109/F12/EPHB2/SERPINB2/ARFGEF1/F3/SERPINE1/FGF2/KLKB1/ANO6",30
"GO:0051259","BP","GO:0051259","protein complex oligomerization","48/2647","238/18723",0.00640310877052179,0.0383370443740947,0.0291807309913563,"ALDOA/SHMT2/PDCD6IP/SOD2/COL1A2/SSBP1/FARSA/CRYZ/EHD1/OPA1/CPSF6/NUDT21/UGDH/LETM1/G3BP2/HLA-DRB1/MIF/RRM1/CPSF7/ATL3/STOML2/EVL/ACACA/MPP2/GOLGA2/EHD4/RNF213/CD74/ALDH1A3/ISG15/NOL3/OSBPL2/SIGMAR1/CHP1/STK4/MAT1A/KCTD2/KCNA4/ATL2/APPL2/OXA1L/CRTC2/ALOX5AP/RRM2/CRTC3/KCND2/CLYBL/GSDMD",48
"GO:1900076","BP","GO:1900076","regulation of cellular response to insulin stimulus","17/2647","64/18723",0.00643555177703021,0.0384935501491905,0.0292998573610654,"GNAI2/OPA1/NCOA5/SORBS1/GSK3A/PRKCB/SORL1/PIP4K2B/PIP4K2A/LPL/NUCKS1/PRKAA1/PTPN1/RPS6KB1/APPL2/IGF2/PIP4K2C",17
"GO:0044409","BP","GO:0044409","entry into host","33/2647","151/18723",0.00645927885951642,0.0385599374340829,0.0293503888909034,"HSPA1B/EGFR/GSN/P4HB/PHB/RPSA/LGALS1/SLC3A2/BSG/TFRC/SCARB2/HLA-DRB1/KPNA3/VPS18/SNX3/ITGA2/DAG1/TRIM25/CD81/CXADR/ITGB3/CD74/DYNLT1/IDE/EXOC2/NPC1/SLC20A2/ICAM1/CDK1/PLSCR1/TRIM21/ITGA5/EXOC7",33
"GO:0071456","BP","GO:0071456","cellular response to hypoxia","33/2647","151/18723",0.00645927885951642,0.0385599374340829,0.0293503888909034,"ENO1/LMNA/PGK1/P4HB/HYOU1/PHB2/NDRG1/HP1BP3/OPA1/S100B/AK4/ROCK2/NOTCH1/TBL2/CHCHD2/STUB1/HMOX1/MTOR/AQP1/ACAA2/EGLN1/AKT1/MT3/PRKAA1/NOL3/SCN2A/ICAM1/CYBB/BAD/VASN/KCND2/PTN/CARD16",33
"GO:0034332","BP","GO:0034332","adherens junction organization","14/2647","49/18723",0.00648029398488357,0.0385722761848771,0.0293597806886692,"PLEC/ACTB/RDX/FERMT2/CDC42/PAK2/TBCD/PTPN23/CSK/CDH11/CDH6/JAM3/ADAM10/CDH1",14
"GO:0072666","BP","GO:0072666","establishment of protein localization to vacuole","14/2647","49/18723",0.00648029398488357,0.0385722761848771,0.0293597806886692,"HSPA8/CLU/RAB7A/SCARB2/HGS/VPS13C/SORL1/SORT1/AP3B1/VPS4A/VPS28/VPS37B/M6PR/VPS25",14
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","14/2647","49/18723",0.00648029398488357,0.0385722761848771,0.0293597806886692,"PARK7/DDX3X/ARHGEF2/HMGB2/LGALS3/THBS1/GSK3B/HMOX1/STX4/ICAM1/STK4/TMBIM1/SERPINE1/BCL2L1",14
"GO:0030042","BP","GO:0030042","actin filament depolymerization","16/2647","59/18723",0.00652426800577841,0.0387584676179852,0.0295015026761391,"SPTAN1/SPTBN1/RDX/GSN/WDR1/SPTB/CAPZB/LIMA1/ADD2/CAPZA1/SCIN/PPP1R9B/SPTBN4/FLII/MICAL1/PLEK",16
"GO:0035306","BP","GO:0035306","positive regulation of dephosphorylation","16/2647","59/18723",0.00652426800577841,0.0387584676179852,0.0295015026761391,"HSP90AB1/PPIA/PTBP1/PIN1/PPP1R12A/ITGA2/MTOR/PPP2R5D/MAGI2/PPP2R5A/PTPRC/RGN/SYMPK/GBA/PLEK/SLC39A10",16
"GO:2000300","BP","GO:2000300","regulation of synaptic vesicle exocytosis","15/2647","54/18723",0.00654582956159217,0.0388487668927536,0.029570235122491,"ATP2A2/RAP1B/RAP1A/GIPC1/VPS18/GIT1/PRKCB/GSK3B/FMR1/CDK5/CSPG5/APBA1/PREPL/STXBP5/CACNB2",15
"GO:0006275","BP","GO:0006275","regulation of DNA replication","25/2647","107/18723",0.00694352644065007,0.0411690446340291,0.0313363441613804,"EGFR/PPP2R1A/PPP2CA/SSBP1/CDC42/RAC1/SMC3/PCNA/CCDC88A/STOML2/CACYBP/NUCKS1/PDS5A/MAP2K4/WDR18/CDK1/ANKRD17/ATG7/DACH1/LIG3/KAT7/TSPYL2/RFC2/ATRX/CIZ1",25
"GO:0010765","BP","GO:0010765","positive regulation of sodium ion transport","11/2647","35/18723",0.00701615168870221,0.0414387218209907,0.0315416123967311,"ACTN4/DNM2/KIF5B/DMD/ATP1B2/WNK1/ANK3/AKT1/CHP1/GPD1L/FXYD1",11
"GO:0033146","BP","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","11/2647","35/18723",0.00701615168870221,0.0414387218209907,0.0315416123967311,"PHB2/CNOT1/VPS18/DDRGK1/UFL1/VPS11/UFM1/YAP1/WBP2/CNOT2/CARM1",11
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process","11/2647","35/18723",0.00701615168870221,0.0414387218209907,0.0315416123967311,"NME1/CAD/PRPS1/CMPK1/DTYMK/DUT/MTOR/CTPS2/NME3/AK5/UPP1",11
"GO:0097421","BP","GO:0097421","liver regeneration","11/2647","35/18723",0.00701615168870221,0.0414387218209907,0.0315416123967311,"EGFR/RAP1A/PRMT5/PCNA/CPT1A/CSNK2B/CSNK2A2/HMOX1/RPL19/RPS15/RGN",11
"GO:0006094","BP","GO:0006094","gluconeogenesis","19/2647","75/18723",0.00713291751867448,0.0420458303212578,0.0320037207860995,"PGK1/TPI1/PGAM2/PC/USP7/GPD1/RBP4/NNMT/SOGA1/NLN/OGT/SLC25A1/ARPP19/RANBP2/GPT/PGP/SLC39A14/CRTC2/WDR5",19
"GO:0006278","BP","GO:0006278","RNA-dependent DNA biosynthetic process","19/2647","75/18723",0.00713291751867448,0.0420458303212578,0.0320037207860995,"HSP90AB1/HNRNPA1/CCT2/CCT8/CCT3/MAPK1/XRCC5/CCT4/RPA1/PTGES3/DKC1/GAR1/TELO2/WRAP53/NHP2/PNKP/AURKB/PIF1/EXOSC10",19
"GO:0042157","BP","GO:0042157","lipoprotein metabolic process","30/2647","135/18723",0.00713959817310371,0.0420458303212578,0.0320037207860995,"APOE/GLUL/PPT1/APOD/PPM1A/APOL2/NMT1/APOB/ITGB3/LYPLA2/LYPLAL1/ABHD12/DPM3/DPM1/MAP6D1/WDR45B/ABHD10/GOLGA7/PGAP1/PIGK/ATG7/PIGS/PIGT/GBA/PIGN/APOL1/APOC1/ALOX12B/HHATL/RABL3",30
"GO:0031056","BP","GO:0031056","regulation of histone modification","33/2647","152/18723",0.00715794599385785,0.0421040054484335,0.0320480015272004,"LMNA/PARK7/RUVBL2/CAMK2D/OTUB1/CTBP1/SART3/UBE2N/MECP2/CHTOP/SNW1/DNMT1/AASS/FMR1/NNMT/OGT/WDR61/NELFA/WBP2/RNF40/SUPT6H/BRD4/MTHFR/SMARCB1/KAT7/WDR5/PIH1D1/NELFE/KDM1A/IGF2/ATRX/ARRB1/RTF1",33
"GO:0032515","BP","GO:0032515","negative regulation of phosphoprotein phosphatase activity","9/2647","26/18723",0.00716326537758676,0.0421040054484335,0.0320480015272004,"GNAI2/LGALS3/ROCK2/FKBP1A/PPP1R9B/TIPRL/GSK3B/PPP1R1B/RGN",9
"GO:0006354","BP","GO:0006354","DNA-templated transcription, elongation","22/2647","91/18723",0.00720006698485748,0.0422796241120429,0.0321816759161241,"ALYREF/PADI2/SUPT5H/ZNF326/TCERG1/GTF2F2/HMGN1/WDR61/NELFA/GTF2F1/LARP7/NELFB/SUPT6H/BRD4/ENY2/SMARCD1/KAT7/HTATSF1/WDR43/NELFE/RTF1/ELP4",22
"GO:0031623","BP","GO:0031623","receptor internalization","26/2647","113/18723",0.00738166404242976,0.0433043441951187,0.0329616546957579,"CLTC/EZR/AP2B1/SCRIB/FLOT1/DNM2/DNM3/TFRC/AP2M1/PICALM/RAB31/UBQLN2/ITGB2/GRB2/CD81/CD9/ITGB3/LRPAP1/FMR1/FCER1G/DLG4/ATXN2/MAGI2/TBC1D5/ARRB1/SCYL2",26
"GO:0006730","BP","GO:0006730","one-carbon metabolic process","12/2647","40/18723",0.007474764488323,0.04373929559353,0.0332927235081449,"ALDH1L1/MTHFD1/AHCY/SHMT2/AHCYL2/SFXN1/SFXN3/CA4/MAT1A/MTHFR/CA12/CA13",12
"GO:0045740","BP","GO:0045740","positive regulation of DNA replication","12/2647","40/18723",0.007474764488323,0.04373929559353,0.0332927235081449,"EGFR/SSBP1/CDC42/RAC1/PCNA/STOML2/CACYBP/MAP2K4/CDK1/KAT7/ATRX/CIZ1",12
