,intercept,f,pval,qval,deltaBeta
cg18585263,0.451906866666667,58.0599350932142,2.2601945780108999e-13,3.3882162454772698e-12,-0.16613906485227825
cg21396630,0.622682466666667,58.0463617022748,2.27366807845504e-13,3.40636271508411e-12,-0.19082669815971076
cg22373519,0.5464826,57.8699195705656,2.45634484496894e-13,3.65884972314946e-12,-0.21007448993550903
cg19446340,0.477502866666667,57.8029968510359,2.52943364575249e-13,3.76040595510236e-12,-0.16887500951852524
cg18876201,0.587754533333333,57.7877164143105,2.54642651464533e-13,3.78284448898305e-12,-0.15109029303664856
cg11796219,0.463817666666667,57.776205219873,2.5593035451507697e-13,3.8005563754847695e-12,-0.15722318370275418
cg09526469,0.602907066666667,57.7389061915225,2.60148000539911e-13,3.85944681690058e-12,-0.15820501843437007
cg24268966,0.519936,57.737867201913,2.60266481721838e-13,3.86062932810546e-12,-0.1595583822524944
cg17393083,0.4083568,57.7018416140051,2.64408410093582e-13,3.9188571074137796e-12,-0.15599975466120747
cg13831540,0.500236266666667,57.6984959803595,2.64796413128371e-13,3.92431571382549e-12,-0.1585249141758821
cg01113900,0.4103802,57.5869524688229,2.7806567664369297e-13,4.10751761377345e-12,-0.16612663277183193
cg09501959,0.300197533333333,57.5524956289746,2.82298415707265e-13,4.16540783765227e-12,-0.15286233130929427
cg18713088,0.619193866666667,57.546916324174,2.82989859755881e-13,4.1737547746606495e-12,-0.15161038821465955
cg10356410,0.513345066666667,57.5394191377935,2.8392167105526797e-13,4.18570038909353e-12,-0.18545740526887688
cg04118910,0.537234066666667,57.456705779964,2.94409157056359e-13,4.32775175943813e-12,-0.15640543433279053
cg03866600,0.584515866666667,57.4315391395175,2.97676803801346e-13,4.373202932415e-12,-0.17738142737700058
cg08537751,0.5223122,57.364671314573,3.06537335393369e-13,4.49541456368668e-12,-0.170743189317695
cg26934362,0.4976926,57.2812131303459,3.17969476107466e-13,4.6497142083820194e-12,-0.17078507036810292
cg06526980,0.427583333333333,57.1589663083876,3.35493908349412e-13,4.882314280798699e-12,-0.18930748362678634
cg19465320,0.4730798,57.1255139959341,3.40456548800229e-13,4.94802502937138e-12,-0.15289299459318612
cg13700197,0.464775666666667,57.0458650479044,3.52571789495285e-13,5.11141845161562e-12,-0.17624987324680363
cg18267436,0.578943666666667,57.0097276983204,3.58210715550117e-13,5.18976852334955e-12,-0.19274374245805748
cg23394510,0.408324,56.9953486922874,3.60479592978408e-13,5.21998168157343e-12,-0.1799613352141355
cg26237595,0.583392133333333,56.9933789239919,3.60791528604969e-13,5.22411883402225e-12,-0.1535909515548456
cg11160572,0.461965533333333,56.9610877905684,3.65944096016641e-13,5.29382962083211e-12,-0.15364228525382756
cg00781691,0.5940092,56.9419497796974,3.69032748132603e-13,5.3353017543826096e-12,-0.1509022810595697
cg02320784,0.3547894,56.910435283476,3.7417608330619297e-13,5.40416883420509e-12,-0.19064021430238892
cg16093296,0.666520733333333,56.8571629707901,3.83034956310136e-13,5.51970607203919e-12,-0.15447967307931465
cg12314335,0.599659866666667,56.6604596014008,4.17613657522112e-13,5.98603126275661e-12,-0.1782429415394845
cg09363841,0.5385686,56.6078108357716,4.27390483381963e-13,6.11903727918491e-12,-0.15943521066277755
cg01906054,0.389405333333333,56.5518861929878,4.38028017239854e-13,6.26053447348795e-12,-0.16681624370150389
cg04229820,0.622910466666667,56.5145068606039,4.45286146978363e-13,6.35833904469628e-12,-0.15128975946351864
cg12561776,0.596860066666667,56.5084506446803,4.46473451031904e-13,6.3725511526300795e-12,-0.15428599670004994
cg08379738,0.414431533333333,56.4750676514086,4.5307549349041e-13,6.459375090612899e-12,-0.1509361583997399
cg14178533,0.6318396,56.3290667679603,4.83123454606071e-13,6.862214150351959e-12,-0.1635925657734878
cg21220614,0.698527666666667,56.2636755957566,4.97223904254301e-13,7.0474147931216795e-12,-0.1524693629380196
cg14302471,0.5591592,56.1341023483374,5.26399204093249e-13,7.42975502648895e-12,-0.15723147221679368
cg17513325,0.4135262,56.1147579549195,5.30900265751246e-13,7.48901476162892e-12,-0.15886414194316895
cg12232866,0.574630666666667,56.0399377608948,5.48677031632082e-13,7.72009122707756e-12,-0.15270286582243653
cg21986027,0.546976266666667,55.9809186197486,5.63121182842082e-13,7.90991257929217e-12,-0.1599049629444359
cg13662597,0.604148733333333,55.9752007560037,5.64540723730254e-13,7.92873370346482e-12,-0.1743944808129012
cg19798702,0.466588933333333,55.9723427994416,5.65251600988729e-13,7.93647873247139e-12,-0.15298407914104284
cg25570495,0.5680718,55.9282458152488,5.76334974485919e-13,8.07728895652346e-12,-0.15986293596508372
cg02362978,0.4168646,55.8870399696624,5.8688924144539e-13,8.214222271709269e-12,-0.16231857852730136
cg18888671,0.661557866666667,55.733411973131,6.27982123889222e-13,8.750619917177919e-12,-0.16729878850812763
cg09446254,0.481598066666666,55.7001224856428,6.37261407365951e-13,8.86751221186425e-12,-0.1520090760030161
cg25554212,0.592843,55.6977776171607,6.3792020546919e-13,8.876059181523849e-12,-0.16505261328497367
cg09245302,0.4767688,55.6208696787462,6.59911779217759e-13,9.16284459600731e-12,-0.15131343896070593
cg18867781,0.345763733333333,55.6125679099501,6.62330798938439e-13,9.19322757123607e-12,-0.1559637555321391
cg09861034,0.680822333333333,55.5889076772301,6.69274120902529e-13,9.28119187114464e-12,-0.15718343365253085
cg01602345,0.595317866666667,55.5873149931959,6.69744131587109e-13,9.28706303607842e-12,-0.18655942637942902
cg10879397,0.514205266666667,55.5340002603117,6.85670739141602e-13,9.4940276153781e-12,-0.17143179652358587
cg19198993,0.599771,55.4792846300109,7.02412179772789e-13,9.71098044316801e-12,-0.16267098844417238
cg23387692,0.493075,55.4505967252337,7.11353598780781e-13,9.82436636893679e-12,-0.18497498979269705
cg18232828,0.6119862,55.3951013646998,7.289767020452739e-13,1.0055899719678898e-11,-0.21063990401352573
cg01104717,0.457889,55.3917468919758,7.30055919529561e-13,1.0068694616894999e-11,-0.15352985705949318
cg03394422,0.529549733333333,55.3823550219007,7.33086076937674e-13,1.0106285987099299e-11,-0.1524989907110672
cg05104897,0.430246533333333,55.3607177207366,7.40115300611949e-13,1.0196837324215799e-11,-0.16700899061950364
cg08854266,0.426288,55.2690930060269,7.70640583726051e-13,1.0589554979190699e-11,-0.17859248411506423
cg14114282,0.5344566,55.2498172883881,7.77221968370535e-13,1.06726268505505e-11,-0.18211566171230198
cg03845745,0.481268866666667,55.2475759965721,7.77990882379674e-13,1.06817122580542e-11,-0.16582984137841184
cg10943072,0.445132933333333,55.1667068021111,8.0625251812276e-13,1.1044611710577499e-11,-0.1525698913087885
cg23448165,0.629945133333333,55.0730381451323,8.40281101890006e-13,1.1476023923223098e-11,-0.16024004350779175
cg05664352,0.5929924,55.012779178998,8.62932574543486e-13,1.1761184995408599e-11,-0.15209433122554594
cg03324884,0.567805066666667,54.9491739208825,8.8750885131354e-13,1.20680604144048e-11,-0.15268759874908866
cg02093918,0.447321266666667,54.9207803394383,8.98705969994474e-13,1.2210310205285699e-11,-0.1773625411920891
cg23519022,0.622931933333333,54.900756921521,9.06687641622532e-13,1.23128730815411e-11,-0.1580563613974887
cg09148417,0.5203764,54.8712176585875,9.1859290036859e-13,1.24665539682071e-11,-0.15776804610984096
cg11212451,0.4512314,54.850652829357,9.26973924360796e-13,1.2572928810977001e-11,-0.19984264490639314
cg17591195,0.427052,54.7830678424744,9.55063375562193e-13,1.29248670174627e-11,-0.1558944562333684
cg07264876,0.3552998,54.7759730317856,9.58061327877303e-13,1.29627955166595e-11,-0.15332718135334505
cg21250061,0.537032,54.7738377811176,9.5896544236508e-13,1.2971503054770499e-11,-0.15468268066074176
cg08105378,0.4493092,54.6715947060373,1.0032773724720099e-12,1.35277038029832e-11,-0.1600233164096178
cg12417466,0.521050733333333,54.6438795571255,1.01564011230284e-12,1.3682353460295899e-11,-0.17985651628399535
cg01361248,0.582542133333333,54.5837478723737,1.04299234260125e-12,1.4025215578849699e-11,-0.15734747411138028
cg19456451,0.617956733333333,54.4925005695969,1.0859207127286699e-12,1.45680468622197e-11,-0.15289966858312687
cg04452896,0.489226266666667,54.4747862114291,1.09445848894464e-12,1.46746756915927e-11,-0.15759447039280827
cg09414280,0.403194133333333,54.3478734633012,1.15763453487166e-12,1.54603336673141e-11,-0.16032247661978116
cg12019475,0.435236,54.2774565019785,1.19425726821349e-12,1.5921671920734698e-11,-0.15116398890302574
cg15069235,0.3969498,54.2097279686209,1.23058136404659e-12,1.6376337982363897e-11,-0.19275876779573098
cg27106643,0.236769,54.1000715278909,1.2917644136830499e-12,1.7121897776793398e-11,-0.1500624274679928
cg20219172,0.543556466666667,54.0851352178758,1.30033171423599e-12,1.7227427806862e-11,-0.1513969176858807
cg07997634,0.498019333333334,54.0622180815514,1.31358801672158e-12,1.7394952855160698e-11,-0.19757749227060528
cg04277574,0.568236733333333,53.8127977269346,1.46696366288041e-12,1.9272214124153e-11,-0.1801333891115724
cg10961733,0.557320133333333,53.5199354106642,1.67022310199415e-12,2.1770185987332498e-11,-0.1548465657797259
cg23681687,0.675163666666666,53.3604745115219,1.79257899313794e-12,2.3269057424474897e-11,-0.19119164753144058
cg13673363,0.514084066666667,53.3287614194351,1.81796776612701e-12,2.3575571739288097e-11,-0.18311007628213105
cg19854183,0.387823,53.2980483158384,1.84290082180067e-12,2.3880244577676e-11,-0.15681893798046365
cg25758137,0.434492466666667,53.2932154374925,1.84685538806746e-12,2.3928373657694196e-11,-0.16144961298731608
cg10610648,0.5617072,53.2374038000528,1.89314739635186e-12,2.44867239176872e-11,-0.1631715425312602
cg05394244,0.319847466666667,53.185747430186,1.93703273366278e-12,2.49942875715024e-11,-0.16279659384568096
cg09682051,0.561728933333334,53.1638738881215,1.95592283197853e-12,2.5223324481367997e-11,-0.15761651152768796
cg00054971,0.5009844,53.0238256478819,2.0813409748668e-12,2.6731641134357e-11,-0.25360495654565773
cg20966539,0.4571734,53.0208013572406,2.08413679173911e-12,2.6762370982138497e-11,-0.15341634857891767
cg08175352,0.419627533333333,53.0129220447976,2.0914386119963797e-12,2.68511836659398e-11,-0.15417470551729962
cg13504434,0.477900066666667,52.9871057166427,2.1155436253581298e-12,2.7144661306492097e-11,-0.16090825673144094
cg26400835,0.567479133333333,52.9672279622122,2.13429404603025e-12,2.7367615254303e-11,-0.1690552081363813
cg15787636,0.471691466666667,52.8837155016496,2.21491492345294e-12,2.8322978606290498e-11,-0.16652135511064275
cg16096176,0.526824666666667,52.8262172654142,2.27219683472842e-12,2.8975457962597198e-11,-0.16860817301715214
cg02479842,0.369824933333333,52.7687094226955,2.3309795003687e-12,2.9671862342549096e-11,-0.17137969165717998
cg19257200,0.642673533333333,52.7026045998105,2.40044281776671e-12,3.0505386161159494e-11,-0.1617512290897315
cg02329038,0.2734474,52.700015783563,2.40320514525585e-12,3.0536593002750896e-11,-0.15164531713476703
cg19022978,0.5262762,52.6396601236999,2.4685204787671097e-12,3.1322559637380595e-11,-0.15677469548633183
cg25902889,0.4646712,52.349333095627,2.80855937555658e-12,3.5319919135587096e-11,-0.23202659816440535
cg24188561,0.5589162,52.3440820564206,2.8151252437543898e-12,3.5398019411883e-11,-0.17634149452742054
cg05216211,0.563451866666667,52.3439109012785,2.81533951484294e-12,3.5398478529091095e-11,-0.17390461176834682
cg16694007,0.4215374,52.3016394642219,2.86876531658522e-12,3.60270045204434e-11,-0.15469173416993964
cg09705456,0.7189626,52.280392668976,2.89600266002912e-12,3.63415590773462e-11,-0.1861051372130147
cg00685622,0.484579133333333,52.2170269694246,2.97878949798388e-12,3.7302868004068395e-11,-0.15191971750945066
cg16479050,0.602133666666667,51.9210337205737,3.3981888612202198e-12,4.2212498332547295e-11,-0.15696064979480162
cg23217463,0.468350533333333,51.7882113078353,3.60523662204788e-12,4.4625785643308594e-11,-0.18202732804010108
cg23061672,0.589481466666667,51.7786952486461,3.6205489824208297e-12,4.4809752167347295e-11,-0.15198888995819504
cg10542123,0.532002666666667,51.6416896869611,3.84840023930979e-12,4.7420503545512394e-11,-0.16342623444994442
cg06627334,0.490832466666667,51.6253943438459,3.87644371466336e-12,4.7736520909002e-11,-0.16929791396482302
cg12672713,0.669545933333333,51.5496435032084,4.00953125842198e-12,4.92353744822455e-11,-0.15610939642026922
cg05501509,0.5966374,51.4636862711639,4.16612884929995e-12,5.10355930296486e-11,-0.15197154906106214
cg21808287,0.614681933333333,51.4235425185195,4.24135715298623e-12,5.189968138345369e-11,-0.16398533001429294
cg16083711,0.5467762,51.3672390067711,4.34917721812252e-12,5.3134140357814197e-11,-0.21133090061104876
cg06017143,0.451032733333333,51.3451280466745,4.392269679598399e-12,5.3630991156554293e-11,-0.15080023106578788
cg05793013,0.605365466666667,51.335197670935,4.41176272863323e-12,5.3859100154958096e-11,-0.17491638002651
cg17174980,0.614467733333333,51.3291852232654,4.42360727830522e-12,5.39904597790816e-11,-0.17755482439038395
cg12025832,0.540499533333333,51.2951660415268,4.49123049539893e-12,5.4765457994295004e-11,-0.16289372140788239
cg00731304,0.473304133333333,51.2431160675341,4.59671419091709e-12,5.5925006568369693e-11,-0.15698372681487816
cg25404410,0.630975066666667,51.2141701914382,4.65645049701145e-12,5.6586091201221003e-11,-0.16065518753729346
cg17852507,0.403236466666667,51.0960946206297,4.9083286690535e-12,5.94185285084355e-11,-0.1641598743854133
cg15447913,0.648931866666667,50.7930875680857,5.61926407470776e-12,6.742236877093889e-11,-0.16769898486445067
cg14113970,0.373746333333333,50.7415529846069,5.75010382371771e-12,6.88677585542577e-11,-0.15970151880515587
cg05578480,0.285582066666667,50.6659675437655,5.9475719723858994e-12,7.10874278409991e-11,-0.15990837429293625
cg20583060,0.4725586,50.6324293768611,6.03736309700314e-12,7.210870634888059e-11,-0.21883479405264217
cg26349474,0.350873533333333,50.6036939853772,6.1153801698425695e-12,7.30011164988183e-11,-0.15714681229560284
cg03461781,0.6902212,50.5433500399034,6.28253311160922e-12,7.48484073762979e-11,-0.16298424937579514
cg24504942,0.432065066666667,50.4679394107698,6.4978991210130096e-12,7.7224796336067e-11,-0.1900138860015157
cg02093006,0.587770066666667,50.4145986285791,6.65470730148238e-12,7.900352665495859e-11,-0.15672799417649352
cg18220666,0.629931933333333,50.3809690970646,6.75552100075489e-12,8.01048586022749e-11,-0.15409496274886492
cg19593680,0.692628533333333,50.3377490148176,6.8873451498451595e-12,8.154394360278929e-11,-0.17531598983779573
cg25823893,0.661352933333333,50.1827538377101,7.38174458977794e-12,8.70689991987607e-11,-0.15429320317985706
cg01377268,0.304341733333333,50.1330396383645,7.547768137246499e-12,8.886936155640009e-11,-0.15950863737014093
cg15365028,0.576189466666667,50.0818623205745,7.722604146629849e-12,9.0761567908744e-11,-0.19914070487920776
cg16750777,0.321987733333333,49.9753439197983,8.09968114475758e-12,9.496346004891579e-11,-0.16353578205325542
cg14983080,0.631859866666667,49.9303357911341,8.26452840950097e-12,9.675946409916939e-11,-0.15458028221461373
cg00815644,0.633538666666667,49.8303407304477,8.64295668507392e-12,1.00899353842572e-10,-0.153334210043638
cg11241151,0.305934533333333,49.8074195689246,8.73212961751692e-12,1.01844845846576e-10,-0.15167054895583215
cg14034782,0.567608533333333,49.7728721513959,8.86828601892387e-12,1.03299766760797e-10,-0.1574385324098876
cg16755833,0.586901933333333,49.6791971998015,9.248320345626979e-12,1.07481300924966e-10,-0.16191493619379083
cg08931917,0.566921266666667,49.6668540683699,9.2996029727741e-12,1.08045764968871e-10,-0.19014069329992334
cg02447227,0.516921,49.5832542355444,9.654553837972279e-12,1.1192156361708601e-10,-0.17097129019824453
cg03534360,0.461772133333333,49.5394505725018,9.845948137166229e-12,1.14020847831246e-10,-0.19236312117704463
cg19341106,0.555689866666667,49.4011564251343,1.0475628042047299e-11,1.20723130860376e-10,-0.1755253530989559
cg01265068,0.528869866666667,49.3819056754975,1.0566436654998299e-11,1.21685123037433e-10,-0.1805461135166203
cg25285646,0.520059466666667,49.2881736432751,1.1020031765468198e-11,1.26572106028331e-10,-0.17052294596731837
cg05682128,0.343385866666667,49.2722678621699,1.1098926386949001e-11,1.27389395777238e-10,-0.17862250044620337
cg03195147,0.491530066666667,49.2650967805812,1.1134681477935898e-11,1.2776365829342801e-10,-0.18927416819291815
cg02011981,0.674345733333333,49.2501111299536,1.1209774734821e-11,1.28529031049967e-10,-0.1957187239819005
cg20384325,0.669119933333333,49.1621757669298,1.1660803695336e-11,1.33278380304276e-10,-0.15397693189710426
cg04117801,0.390248066666667,48.875807225069,1.3260145956727599e-11,1.50290213554356e-10,-0.16601119317328034
cg05046589,0.531383466666667,48.843202801869,1.3455706738303698e-11,1.52359278822081e-10,-0.1800173317699172
cg22488081,0.518624266666667,48.812669632033,1.3641475136814099e-11,1.5430481030844701e-10,-0.1537687646829552
cg24705158,0.584734133333333,48.5365521319124,1.54431284608336e-11,1.7317906518781003e-10,-0.15109478668390441
cg17317391,0.496189,48.5112824001952,1.5619524945898298e-11,1.75009344751379e-10,-0.15110830695068722
cg27175943,0.609549866666667,48.5102861256936,1.56265208783781e-11,1.75071746198431e-10,-0.17949392249337537
cg22221730,0.607126066666667,48.5003526155287,1.56964476016677e-11,1.75762444259412e-10,-0.15288842491053023
cg08900864,0.577124666666667,48.4336668336532,1.61741039974205e-11,1.8076545357994301e-10,-0.16127054029733956
cg17008412,0.626454666666667,48.3627815820434,1.6697891318706398e-11,1.86190985815847e-10,-0.15819834986264103
cg15760474,0.3910012,48.2258342912338,1.77586721907189e-11,1.9727918138487802e-10,-0.22980580819966495
cg12659114,0.417565066666667,48.2181283697856,1.7820338008557297e-11,1.9788694661427901e-10,-0.171706105995236
cg06602926,0.521660066666667,48.1944188335572,1.8011425802967498e-11,1.99841734810206e-10,-0.1554848906349009
cg01413368,0.661246866666667,48.140669754706,1.84522894247584e-11,2.04266616256299e-10,-0.15879095267745957
cg08058160,0.4361868,48.0765475206131,1.8992465764205797e-11,2.09942925343479e-10,-0.18295198871169877
cg06652349,0.4578438,48.0294409428288,1.9399414039111797e-11,2.14084825098538e-10,-0.15633503137509475
cg26039484,0.355363,48.0248699938342,1.9439366007616397e-11,2.14478177424146e-10,-0.16368257641811113
cg03789791,0.3754872,48.0210504627685,1.94728137684856e-11,2.14784308416836e-10,-0.16238725732268222
cg14396758,0.590771133333333,47.9749745533256,1.9880894707047598e-11,2.18913009125014e-10,-0.1685575886967169
cg10964944,0.364962533333333,47.9222180792559,2.0358723607764797e-11,2.23852667743301e-10,-0.15930674882701562
cg06142743,0.673139,47.8300585807613,2.1221335551389698e-11,2.32643792439548e-10,-0.15648741503565178
cg06609498,0.612214066666667,47.7989452909745,2.15207850030572e-11,2.35680062526304e-10,-0.15141299687180132
cg17022362,0.3788208,47.5610257955688,2.3955773068838097e-11,2.60370316013563e-10,-0.15410003094166108
cg07956346,0.499943333333333,47.4923664558028,2.47087147910169e-11,2.67968862037132e-10,-0.1662152896559962
cg18125573,0.704698533333333,47.4198300899731,2.5530063842580398e-11,2.76184596847034e-10,-0.15633415081235758
cg19709083,0.5502074,47.3098433295288,2.68282029870133e-11,2.89316305758803e-10,-0.18531605603998202
cg15619820,0.5421378,47.2277787024943,2.7839884595041197e-11,2.99464115072436e-10,-0.1919557816084666
cg09265586,0.4084802,47.1480422105817,2.8859634154653296e-11,3.09580373752286e-10,-0.18676799276714612
cg22979615,0.7154932,47.1223366912564,2.91963298886113e-11,3.1298982429552e-10,-0.15647321534093095
cg20243900,0.608979533333333,47.1097609639882,2.93624863534505e-11,3.1461861950738303e-10,-0.15201505095042123
cg13198984,0.616731266666667,46.9339821170436,3.1787098720961096e-11,3.38472665842167e-10,-0.1565666082469105
cg20702527,0.407837533333333,46.9223355122311,3.1954689038182e-11,3.4008835030835303e-10,-0.15898384059775839
cg04251886,0.591558,46.8773885060191,3.26098399761222e-11,3.46801526054308e-10,-0.15441567642753973
cg19516619,0.463888133333333,46.847635112413,3.3050947036911696e-11,3.51286280784861e-10,-0.16772989156210438
cg25553466,0.1734258,46.754244652556,3.4474890154935094e-11,3.6558181760857503e-10,-0.1679242643597773
cg04904318,0.5432286,46.5568309865322,3.76914342405766e-11,3.97216190456223e-10,-0.16953683707533074
cg06435751,0.583341466666667,46.4967795071345,3.8728556538898196e-11,4.0745602300523005e-10,-0.15106214086466085
cg26135388,0.486617666666667,46.4629828995768,3.93248236219749e-11,4.1329253972066004e-10,-0.15573434449944357
cg23173687,0.561245133333334,46.4352412937561,3.98211617454933e-11,4.1817786362174303e-10,-0.16618521620766058
cg01397065,0.546933866666667,46.3351992669011,4.1664010036250295e-11,4.36310894278578e-10,-0.16216884804316
cg04272355,0.5013416,46.3104905407454,4.21322309651696e-11,4.4091274101158004e-10,-0.1544934662236988
cg09094964,0.639556933333334,46.2798366346269,4.2720477799857395e-11,4.46669686632639e-10,-0.22569306673193779
cg21757189,0.603045066666667,46.2749655395642,4.2814711981686097e-11,4.47607961931119e-10,-0.15941748838355652
cg07395763,0.624316466666667,46.2580841561456,4.31429139153341e-11,4.50778841395963e-10,-0.15076997235352851
cg01970427,0.4784072,46.1711940539546,4.48726892452434e-11,4.67992979560152e-10,-0.20858605923445683
cg18900591,0.5992612,45.9999008252416,4.8489890710443294e-11,5.03345509079593e-10,-0.15924668390433094
cg17367884,0.4277436,45.9883049819684,4.8745111187398396e-11,5.05783886180435e-10,-0.15291959367285946
cg13583664,0.429372466666667,45.885763634585,5.1061674184771895e-11,5.28608862776688e-10,-0.1551512632187707
cg00912247,0.665432066666667,45.5725141701973,5.88477947530136e-11,6.02665601681449e-10,-0.1625281684069355
cg04111467,0.5112834,45.5104886852258,6.05258622577767e-11,6.18451415924466e-10,-0.1536153761204596
cg18650219,0.509343066666667,45.4523745482947,6.2141788781625e-11,6.34051956450838e-10,-0.17628349889836187
cg14142627,0.652423266666667,45.3400836667568,6.53882117301384e-11,6.64350930269141e-10,-0.1937054002966656
cg19755928,0.480696533333333,45.3335713068857,6.558164281628659e-11,6.661802547675911e-10,-0.16282532166024488
cg00203564,0.533277266666667,45.3165855014615,6.60888719306294e-11,6.70990430810353e-10,-0.1707745505178816
cg09556823,0.609195133333333,45.2837371410051,6.708101595273029e-11,6.80439073663652e-10,-0.17925270845324437
cg23239690,0.618823266666667,45.2161998751252,6.91682440249993e-11,7.00326740634677e-10,-0.1636280767908046
cg08708778,0.4872036,45.2113504281941,6.93206067433991e-11,7.01761903987397e-10,-0.15510340473086226
cg25977026,0.6302388,45.1843305071794,7.01757392546577e-11,7.09625599347351e-10,-0.16681474064649449
cg14183712,0.410114333333333,45.1581864003493,7.10132589644831e-11,7.17475339150519e-10,-0.15584734987037585
cg04213900,0.6164344,44.9801681138198,7.698984907263479e-11,7.73074081467783e-10,-0.16092383720930237
cg05993778,0.5570064,44.9747856063686,7.71782351912615e-11,7.74770379597463e-10,-0.1610505101063321
cg19432505,0.652205866666666,44.9670828619808,7.7448636179534e-11,7.77367295073168e-10,-0.19368701256123
cg00334274,0.630405,44.8948699316444,8.00304666803237e-11,8.01826711475011e-10,-0.15671973946983253
cg17404640,0.555235,44.6863976999888,8.79804738612653e-11,8.75706318348494e-10,-0.186032171394799
cg11659652,0.393405933333333,44.555216144588,9.338579910403859e-11,9.25851937312338e-10,-0.17170180773003502
cg07232003,0.717433733333333,44.5534467206129,9.34609480366558e-11,9.26504730266995e-10,-0.15204400776788196
cg04707217,0.575510266666667,44.4957394819263,9.59454718960241e-11,9.49150032483224e-10,-0.1707749372441283
cg17588400,0.656593666666667,44.4826457296119,9.65183998869582e-11,9.54580675080834e-10,-0.16208745414366743
cg17816173,0.601969066666666,44.4313378971695,9.8796793885709e-11,9.75563878375337e-10,-0.15904085414448377
cg12423473,0.6708096,44.4072908185346,9.988319137399399e-11,9.856072428002971e-10,-0.15004360334831612
cg25694807,0.594819733333333,44.4001836209692,1.00206575946666e-10,9.88504380372803e-10,-0.1733156877709987
cg13445938,0.399203866666667,44.3872773034767,1.00796522897402e-10,9.93733293093965e-10,-0.15095964654052962
cg25645879,0.683630666666667,44.3506054291651,1.0249193917949001e-10,1.0094485685948601e-09,-0.159980981970839
cg10865238,0.437481533333333,44.216649203099,1.08932637032162e-10,1.06807623580462e-09,-0.15900564994786331
cg04312620,0.6401492,44.2030171795533,1.09610495198295e-10,1.07414082348947e-09,-0.153141320262287
cg11328898,0.395686466666667,44.1783594953967,1.10847411993604e-10,1.0854075242592e-09,-0.1744518630009047
cg03004860,0.5775258,44.1543387260376,1.12065886927303e-10,1.09674550285057e-09,-0.1510790236479207
cg25233299,0.565313733333333,44.1124139539069,1.14224945730492e-10,1.1161201256777702e-09,-0.16647125611557456
cg09003509,0.491568733333333,44.0865223058673,1.15579185691924e-10,1.1287988626602101e-09,-0.1652513807207881
cg20842915,0.466373133333333,44.0435099296899,1.17864727088015e-10,1.14993616043081e-09,-0.1653191312789834
cg20592017,0.366466266666667,44.0384475598923,1.18136700147311e-10,1.15242025785355e-09,-0.1898959041146666
cg01168776,0.4224984,44.0147470176593,1.19418423706028e-10,1.1643530660088102e-09,-0.15436078274683757
cg09173621,0.673909133333333,43.9338803344603,1.23897974183607e-10,1.2048440169541101e-09,-0.16631797425934924
cg00103448,0.494934466666666,43.8662614880655,1.2777326355638e-10,1.2393216689621e-09,-0.21585913304164644
cg07381464,0.5401478,43.864443993048,1.27879092483835e-10,1.2402273290443401e-09,-0.16156251156276458
cg06766817,0.645019866666667,43.7634332462267,1.33901574313412e-10,1.29478939410847e-09,-0.15019312100207116
cg13390388,0.506143133333333,43.6277861626568,1.42440784095376e-10,1.37143422175172e-09,-0.15871940920092215
cg04571652,0.656819933333333,43.5932444311632,1.4470146360745e-10,1.3921906089160102e-09,-0.18187579239091956
cg14240060,0.551546133333333,43.5549769684668,1.47248176054402e-10,1.4147789475577402e-09,-0.16569219014091252
cg08480996,0.496575333333333,43.534522360089,1.48627888937623e-10,1.42755326013188e-09,-0.19168623585846106
cg27624327,0.4263214,43.5175280457755,1.49784087802436e-10,1.4379648498843802e-09,-0.16511754626768582
cg26548351,0.6197052,43.497311868805,1.51171280098256e-10,1.45009381462961e-09,-0.17273677887103078
cg25592021,0.560830466666667,43.4804433214836,1.52338656209011e-10,1.46023665680098e-09,-0.15389318063958501
cg14245471,0.687520533333333,43.4763332282002,1.52624464382314e-10,1.4627650310594702e-09,-0.19765656743129256
cg27309098,0.564007466666667,43.4297957031919,1.55898494361528e-10,1.49213282820723e-09,-0.16165140675500966
cg26303613,0.406633733333334,43.3487243380535,1.6177182598938601e-10,1.5442653364945602e-09,-0.1606762087160446
cg25469381,0.543821333333333,43.3239389392986,1.63611514484115e-10,1.5605551818597802e-09,-0.16416099486828872
cg21790461,0.6896248,43.1468044545303,1.7738698117156802e-10,1.68275962665955e-09,-0.15255620620851085
cg00035268,0.627672066666667,43.1310208482621,1.78669708736595e-10,1.69371780335105e-09,-0.17472068519988893
cg06982745,0.5210168,43.0781496791588,1.83034936522533e-10,1.7329535806081202e-09,-0.16275326597342465
cg00433917,0.39356,42.7714530871562,2.1056046021191003e-10,1.97338999523281e-09,-0.16846960115944248
cg12266049,0.549069933333333,42.5285988959304,2.35284758501914e-10,2.1872992918341403e-09,-0.17785073530375006
cg16616765,0.420528733333333,42.4703599709605,2.4163614195504e-10,2.2418440169370303e-09,-0.15330254631669699
cg14460503,0.301669333333333,42.4615516121066,2.42611669837468e-10,2.2501608988324402e-09,-0.16529259688082726
cg06111374,0.570461933333333,42.4578088837428,2.43027377008689e-10,2.25391150134298e-09,-0.17482478003305868
cg05224659,0.508413333333333,42.3244331944992,2.58319021183255e-10,2.3852886635178e-09,-0.1530280269182872
cg13863078,0.531867866666667,42.3159496685868,2.59323803789746e-10,2.3936787672288503e-09,-0.15945471111527298
